event_id,fortune_rank_2025,company_name,ticker,cik_padded,target_report_year,filing_date,report_date,naics_sector_code,naics_sector_name,AI_Related_Disclosure_Intensity,AI_RiskRelated_Topic_Share,AI_Risk_Orientation_Proxy,log_total_words,AI_Mention_Count,Topic_Entropy,filing_year,ticker_estimate,company,filing_date_estimate,event_trading_date,market_benchmark,market_data_status,failure_reason,CAR_m1_p1,CAR_0_p1,CAR_0_p3,CAR_0_p5,AbnormalVolume_0_p1,AbnormalVolume_0_p3,AbnormalVolume_0_p5,CAR_m10_m6,CAR_m5_m2,AbnormalVolume_m5_m2
DIS_2023_1744489,44,Walt Disney,DIS,1744489,2023,2023-11-21,2023-09-30,56,Administrative and Support and Waste Management and Remediation Services,0.465419,0.666667,0.666667,11.073769127894597,3,0.6365139372455026,2023,,,,,,,,,,,,,,,,,
DIS_2024_1744489,44,Walt Disney,DIS,1744489,2024,2024-11-14,2024-09-28,56,Administrative and Support and Waste Management and Remediation Services,0.7876,0.714285,0.714286,11.05854318462745,5,1.2770339824313797,2024,,,,,,,,,,,,,,,,,
DIS_2025_1744489,44,Walt Disney,DIS,1744489,2025,2025-11-13,2025-09-27,56,Administrative and Support and Waste Management and Remediation Services,0.798263,0.714285,0.714286,11.045095471665334,5,1.2770339824313797,2025,,,,,,,,,,,,,,,,,
JNJ_2023_200406,45,Johnson & Johnson,JNJ,200406,2023,2024-02-16,2023-12-31,31-33,Manufacturing,0.811741,0.857143,0.857143,11.028352212348304,5,1.1537413485745605,2024,,,,,,,,,,,,,,,,,
JNJ_2024_200406,45,Johnson & Johnson,JNJ,200406,2024,2025-02-13,2024-12-29,31-33,Manufacturing,0.482408,1.000001,1.0,11.03791733406963,3,0.8675635581420601,2025,,,,,,,,,,,,,,,,,
JNJ_2025_200406,45,Johnson & Johnson,JNJ,200406,2025,2026-02-11,2025-12-28,31-33,Manufacturing,0.485869,1.000001,1.0,11.030768279551923,3,0.8675635581420601,2026,,,,,,,,,,,,,,,,,
PEP_2023_77476,46,PepsiCo,PEP,77476,2023,2024-02-09,2023-12-30,31-33,Manufacturing,1.479703,0.375,0.375,11.01572328589452,9,0.9002560512685369,2024,,,,,,,,,,,,,,,,,
PEP_2024_77476,46,PepsiCo,PEP,77476,2024,2025-02-04,2024-12-28,31-33,Manufacturing,2.434314,0.384615,0.384615,11.028725543521734,15,1.0720163820537278,2025,,,,,,,,,,,,,,,,,
PEP_2025_77476,46,PepsiCo,PEP,77476,2025,2026-02-03,2025-12-27,31-33,Manufacturing,3.167723,0.411765,0.294118,11.001766452303,19,1.36537298973017,2026,,,,,,,,,,,,,,,,,
BA_2023_12927,47,Boeing,BA,12927,2023,2024-01-31,2023-12-31,31-33,Manufacturing,0.3671,1.0,1.0,10.905607296014702,2,-0.0,2024,,,,,,,,,,,,,,,,,
BA_2024_12927,47,Boeing,BA,12927,2024,2025-02-03,2024-12-31,31-33,Manufacturing,0.336428,1.0,1.0,10.992857259837304,2,-0.0,2025,,,,,,,,,,,,,,,,,
BA_2025_12927,47,Boeing,BA,12927,2025,2026-01-30,2025-12-31,31-33,Manufacturing,0.332657,1.0,1.0,11.004131110113317,2,-0.0,2026,,,,,,,,,,,,,,,,,
UPS_2023_1090727,48,UPS,UPS,1090727,2023,2024-02-20,2023-12-31,48-49,Transportation and Warehousing,0.617551,0.25,0.25,11.078628690193362,4,0.5623351446188083,2024,,,,,,,,,,,,,,,,,
UPS_2024_1090727,48,UPS,UPS,1090727,2024,2025-02-18,2024-12-31,48-49,Transportation and Warehousing,0.734139,0.2,0.2,11.128835276869756,5,0.5004024235381879,2025,,,,,,,,,,,,,,,,,
UPS_2025_1090727,48,UPS,UPS,1090727,2025,2026-02-17,2025-12-31,48-49,Transportation and Warehousing,1.107805,0.5,0.25,11.053869688688987,7,1.0397207708399179,2026,,,,,,,,,,,,,,,,,
RTX_2023_101829,49,RTX,RTX,101829,2023,2024-02-05,2023-12-31,31-33,Manufacturing,0.509716,0.25,0.25,11.270535381710154,4,0.5623351446188083,2024,,,,,,,,,,,,,,,,,
RTX_2024_101829,49,RTX,RTX,101829,2024,2025-02-03,2024-12-31,31-33,Manufacturing,1.186043,0.6,0.6,11.342303203748118,10,1.2798542258336674,2025,,,,,,,,,,,,,,,,,
RTX_2025_101829,49,RTX,RTX,101829,2025,2026-02-06,2025-12-31,31-33,Manufacturing,1.163768,0.666666,0.666667,11.25590191347224,9,1.310783367315536,2026,,,,,,,,,,,,,,,,,
FDX_2023_1048911,50,FedEx,FDX,1048911,2023,2023-07-17,2023-05-31,48-49,Transportation and Warehousing,1.229508,0.375,0.0,11.200950699949402,9,1.0821955300387671,2023,,,,,,,,,,,,,,,,,
FDX_2024_1048911,50,FedEx,FDX,1048911,2024,2024-07-15,2024-05-31,48-49,Transportation and Warehousing,3.693688,0.526316,0.263158,11.235919532515682,28,1.3386719599921415,2024,,,,,,,,,,,,,,,,,
FDX_2025_1048911,50,FedEx,FDX,1048911,2025,2025-07-21,2025-05-31,48-49,Transportation and Warehousing,3.571712,0.526316,0.315789,11.233132193938685,27,1.3386719599921415,2025,,,,,,,,,,,,,,,,,
PGR_2023_80661,51,Progressive,PGR,80661,2023,2024-02-26,2023-12-31,52,Finance and Insurance,4.696747,0.941176,0.941176,10.37152049124621,15,0.8463668230480446,2024,,,,,,,,,,,,,,,,,
PGR_2024_80661,51,Progressive,PGR,80661,2024,2025-03-03,2024-12-31,52,Finance and Insurance,4.208618,1.0,1.0,10.338155412452387,13,0.3622104386117251,2025,,,,,,,,,,,,,,,,,
PGR_2025_80661,51,Progressive,PGR,80661,2025,2026-03-02,2025-12-31,52,Finance and Insurance,1.965023,1.0,1.0,10.326596095816887,6,0.5566478832799606,2026,,,,,,,,,,,,,,,,,
LOW_2023_60667,52,Lowe's,LOW,60667,2023,2023-03-27,2023-02-03,44-45,Retail Trade,0.0,0.0,0.0,10.631808808103727,0,0.0,2023,,,,,,,,,,,,,,,,,
LOW_2024_60667,52,Lowe's,LOW,60667,2024,2024-03-25,2024-02-02,44-45,Retail Trade,1.712915,0.333333,0.333333,10.618053700469373,7,0.6365139372455026,2024,,,,,,,,,,,,,,,,,
LOW_2025_60667,52,Lowe's,LOW,60667,2025,2025-03-24,2025-01-31,44-45,Retail Trade,2.021836,0.615384,0.384615,10.585775989761197,8,1.3322445901931106,2025,,,,,,,,,,,,,,,,,
ET_2023_1276187,53,Energy Transfer,ET,1276187,2023,2024-02-16,2023-12-31,48-49,Transportation and Warehousing,0.064854,1.0,1.0,11.945953858091068,1,-0.0,2024,,,,,,,,,,,,,,,,,
ET_2024_1276187,53,Energy Transfer,ET,1276187,2024,2025-02-14,2024-12-31,48-49,Transportation and Warehousing,0.063296,1.0,1.0,11.970274359757717,1,-0.0,2025,,,,,,,,,,,,,,,,,
ET_2025_1276187,53,Energy Transfer,ET,1276187,2025,2026-02-19,2025-12-31,48-49,Transportation and Warehousing,0.061542,1.0,1.0,11.998371740396822,1,-0.0,2026,,,,,,,,,,,,,,,,,
PG_2023_80424,54,Procter & Gamble,PG,80424,2023,2023-08-04,2023-06-30,31-33,Manufacturing,0.0,0.0,0.0,10.63052878474363,0,0.0,2023,,,,,,,,,,,,,,,,,
PG_2024_80424,54,Procter & Gamble,PG,80424,2024,2024-08-05,2024-06-30,31-33,Manufacturing,1.657119,1.0,1.0,10.651170265744087,7,0.5004024235381879,2024,,,,,,,,,,,,,,,,,
PG_2025_80424,54,Procter & Gamble,PG,80424,2025,2025-08-04,2025-06-30,31-33,Manufacturing,1.873887,0.833334,0.833333,10.661766828033855,8,0.8675635581420601,2025,,,,,,,,,,,,,,,,,
SYY_2023_96021,55,Sysco,SYY,96021,2023,2023-08-25,2023-07-01,42,Wholesale Trade,0.1664,0.5,0.0,11.003698562567935,1,0.6931471805599453,2023,,,,,,,,,,,,,,,,,
SYY_2024_96021,55,Sysco,SYY,96021,2024,2024-08-28,2024-06-29,42,Wholesale Trade,2.60667,0.636363,0.545455,11.02485561999279,16,1.4681394708757693,2024,,,,,,,,,,,,,,,,,
SYY_2025_96021,55,Sysco,SYY,96021,2025,2025-08-22,2025-06-28,42,Wholesale Trade,2.612629,0.636363,0.545455,11.022572178834904,16,1.4681394708757693,2025,,,,,,,,,,,,,,,,,
AXP_2023_4962,56,American Express,AXP,4962,2023,2024-02-09,2023-12-31,52,Finance and Insurance,3.802019,0.6875,0.6875,11.371315816637281,33,1.3334730391185028,2024,,,,,,,,,,,,,,,,,
AXP_2024_4962,56,American Express,AXP,4962,2024,2025-02-07,2024-12-31,52,Finance and Insurance,5.621451,0.785714,0.785714,11.39577348015937,50,1.2791104590368123,2025,,,,,,,,,,,,,,,,,
AXP_2025_4962,56,American Express,AXP,4962,2025,2026-02-06,2025-12-31,52,Finance and Insurance,1.461725,0.729729,0.702703,11.39567228891345,13,1.4233073920055732,2026,,,,,,,,,,,,,,,,,
ACI_2023_1646972,57,Albertsons,ACI,1646972,2023,2023-04-25,2023-02-25,44-45,Retail Trade,0.0,0.0,0.0,10.936600858971541,0,0.0,2023,,,,,,,,,,,,,,,,,
ACI_2024_1646972,57,Albertsons,ACI,1646972,2024,2024-04-22,2024-02-24,44-45,Retail Trade,0.79003,0.888889,0.888889,10.832319315904593,4,0.6837384734241331,2024,,,,,,,,,,,,,,,,,
ACI_2025_1646972,57,Albertsons,ACI,1646972,2025,2025-04-21,2025-02-22,44-45,Retail Trade,0.805802,0.909091,0.909091,10.812552239318544,4,0.9164645752099725,2025,,,,,,,,,,,,,,,,,
ADM_2023_7084,58,Archer Daniels Midland,ADM,7084,2023,2024-03-12,2023-12-31,31-33,Manufacturing,0.83612,0.8,0.8,10.998760939938723,5,1.0549201679861442,2024,,,,,,,,,,,,,,,,,
ADM_2024_7084,58,Archer Daniels Midland,ADM,7084,2024,2025-02-20,2024-12-31,31-33,Manufacturing,0.735118,0.941176,0.941176,10.904358374883346,4,0.5783264141021558,2025,,,,,,,,,,,,,,,,,
ADM_2025_7084,58,Archer Daniels Midland,ADM,7084,2025,2026-02-17,2025-12-31,31-33,Manufacturing,0.780564,1.000001,1.0,10.844373331265663,4,0.6779098047266565,2026,,,,,,,,,,,,,,,,,
MET_2023_1099219,59,MetLife,MET,1099219,2023,2024-02-16,2023-12-31,52,Finance and Insurance,0.541396,1.0,1.0,12.021169759971952,9,0.5859523508044762,2024,,,,,,,,,,,,,,,,,
MET_2024_1099219,59,MetLife,MET,1099219,2024,2025-02-21,2024-12-31,52,Finance and Insurance,0.44761,0.769231,0.769231,11.960082589020228,7,0.7902675455311802,2025,,,,,,,,,,,,,,,,,
MET_2025_1099219,59,MetLife,MET,1099219,2025,2026-02-19,2025-12-31,52,Finance and Insurance,0.310567,0.615384,0.538462,11.989134798937467,5,1.2658564860154855,2026,,,,,,,,,,,,,,,,,
HCA_2023_860730,60,HCA Healthcare,HCA,860730,2023,2024-02-16,2023-12-31,62,Health Care and Social Assistance,2.271598,1.0,1.0,11.162445577694408,16,0.8599668730530619,2024,,,,,,,,,,,,,,,,,
HCA_2024_860730,60,HCA Healthcare,HCA,860730,2024,2025-02-14,2024-12-31,62,Health Care and Social Assistance,1.683691,0.96875,0.96875,11.17425882240048,12,0.6722158648096405,2025,,,,,,,,,,,,,,,,,
HCA_2025_860730,60,HCA Healthcare,HCA,860730,2025,2026-02-10,2025-12-31,62,Health Care and Social Assistance,2.272017,0.804879,0.682927,11.162260993328179,16,1.1057120158650242,2026,,,,,,,,,,,,,,,,,
LMT_2023_936468,61,Lockheed Martin,LMT,936468,2023,2024-01-23,2023-12-31,31-33,Manufacturing,0.458113,0.333333,0.0,11.08959165831958,3,1.098612190055321,2024,,,,,,,,,,,,,,,,,
LMT_2024_936468,61,Lockheed Martin,LMT,936468,2024,2025-01-28,2024-12-31,31-33,Manufacturing,1.069862,0.2,-0.4,11.088720864237898,7,0.9502705392332347,2025,,,,,,,,,,,,,,,,,
LMT_2025_936468,61,Lockheed Martin,LMT,936468,2025,2026-01-29,2025-12-31,31-33,Manufacturing,0.944956,0.166667,-0.333333,11.058716441623133,6,1.0114044957559118,2026,,,,,,,,,,,,,,,,,
COF_2023_927628,63,Capital One Financial,COF,927628,2023,2024-02-23,2023-12-31,52,Finance and Insurance,0.457674,0.6,0.6,11.601375806154113,5,1.2431739905491972,2024,,,,,,,,,,,,,,,,,
COF_2024_927628,63,Capital One Financial,COF,927628,2024,2025-02-20,2024-12-31,52,Finance and Insurance,0.708347,0.733334,0.733333,11.63460312892873,8,1.2370189610057105,2025,,,,,,,,,,,,,,,,,
COF_2025_927628,63,Capital One Financial,COF,927628,2025,2026-02-19,2025-12-31,52,Finance and Insurance,0.95761,0.795918,0.77551,11.738561906450128,12,1.229959006403624,2026,,,,,,,,,,,,,,,,,
ALL_2023_899051,64,Allstate,ALL,899051,2023,2024-02-21,2023-12-31,52,Finance and Insurance,0.38047,0.5,0.5,11.562981494260894,4,0.6931471805599453,2024,,,,,,,,,,,,,,,,,
ALL_2024_899051,64,Allstate,ALL,899051,2024,2025-02-24,2024-12-31,52,Finance and Insurance,1.115234,0.666666,0.666667,11.499171308737566,11,1.2148894390589664,2025,,,,,,,,,,,,,,,,,
ALL_2025_899051,64,Allstate,ALL,899051,2025,2026-02-20,2025-12-31,52,Finance and Insurance,1.087323,0.5,0.5,11.429206842726833,10,1.2206072645530175,2026,,,,,,,,,,,,,,,,,
CAT_2023_18230,65,Caterpillar,CAT,18230,2023,2024-02-16,2023-12-31,31-33,Manufacturing,0.321053,0.0,0.0,11.039636444732963,2,-0.0,2024,,,,,,,,,,,,,,,,,
CAT_2024_18230,65,Caterpillar,CAT,18230,2024,2025-02-14,2024-12-31,31-33,Manufacturing,0.479946,0.0,-0.333333,11.04303382945296,3,0.6365139372455026,2025,,,,,,,,,,,,,,,,,
CAT_2025_18230,65,Caterpillar,CAT,18230,2025,2026-02-13,2025-12-31,31-33,Manufacturing,0.637897,0.0,-0.25,11.04621241582256,4,0.5623351446188083,2026,,,,,,,,,,,,,,,,,
IBM_2023_51143,66,IBM,IBM,51143,2023,2024-02-26,2023-12-31,31-33,Manufacturing,1.50278,0.416667,0.083333,9.901635839172654,3,1.3579780860358848,2024,,,,,,,,,,,,,,,,,
IBM_2024_51143,66,IBM,IBM,51143,2024,2025-02-25,2024-12-31,31-33,Manufacturing,3.901487,0.565218,0.347826,9.92842403782616,8,1.5088842545545869,2025,,,,,,,,,,,,,,,,,
IBM_2025_51143,66,IBM,IBM,51143,2025,2026-02-24,2025-12-31,31-33,Manufacturing,1.015589,0.47619,0.190476,9.888018521632196,2,1.480515287735179,2026,,,,,,,,,,,,,,,,,
LLY_2023_59478,67,Eli Lilly,LLY,59478,2023,2024-02-21,2023-12-31,31-33,Manufacturing,0.659109,1.0,1.0,11.01350126392868,4,0.25731973980645734,2024,,,,,,,,,,,,,,,,,
LLY_2024_59478,67,Eli Lilly,LLY,59478,2024,2025-02-19,2024-12-31,31-33,Manufacturing,0.665635,1.0,1.0,11.003648641194088,4,0.4634135588264299,2025,,,,,,,,,,,,,,,,,
LLY_2025_59478,67,Eli Lilly,LLY,59478,2025,2026-02-12,2025-12-31,31-33,Manufacturing,0.944394,1.0,1.0,10.876990030161393,5,0.5181862130502128,2026,,,,,,,,,,,,,,,,,
MRK_2023_310158,68,Merck,MRK,310158,2023,2024-02-26,2023-12-31,31-33,Manufacturing,0.222747,1.0,1.0,11.405206615071435,2,0.6931471805599453,2024,,,,,,,,,,,,,,,,,
MRK_2024_310158,68,Merck,MRK,310158,2024,2025-02-25,2024-12-31,31-33,Manufacturing,0.439522,1.000001,1.0,11.418702693722858,4,0.8675635581420601,2025,,,,,,,,,,,,,,,,,
MRK_2025_310158,68,Merck,MRK,310158,2025,2026-02-24,2025-12-31,31-33,Manufacturing,0.531474,1.0,1.0,11.451879504403088,5,0.5982693267877054,2026,,,,,,,,,,,,,,,,,
AVGO_2023_1730168,70,Broadcom,AVGO,1730168,2023,2023-12-14,2023-10-29,31-33,Manufacturing,3.286171,0.1875,-0.5,10.910989164463667,18,0.9507489270509151,2023,,,,,,,,,,,,,,,,,
AVGO_2024_1730168,70,Broadcom,AVGO,1730168,2024,2024-12-20,2024-11-03,31-33,Manufacturing,5.192108,0.124999,-0.4375,10.895405102533275,28,1.0555001467338003,2024,,,,,,,,,,,,,,,,,
AVGO_2025_1730168,70,Broadcom,AVGO,1730168,2025,2025-12-18,2025-11-02,31-33,Manufacturing,4.836806,0.095238,-0.380952,10.852961578200516,25,1.0366958316141204,2025,,,,,,,,,,,,,,,,,
DAL_2023_27904,71,Delta Air Lines,DAL,27904,2023,2024-02-12,2023-12-31,48-49,Transportation and Warehousing,0.0,0.0,0.0,10.908173703172075,0,0.0,2024,,,,,,,,,,,,,,,,,
DAL_2024_27904,71,Delta Air Lines,DAL,27904,2024,2025-02-11,2024-12-31,48-49,Transportation and Warehousing,0.0,0.0,0.0,10.855184037540836,0,0.0,2025,,,,,,,,,,,,,,,,,
DAL_2025_27904,71,Delta Air Lines,DAL,27904,2025,2026-02-11,2025-12-31,48-49,Transportation and Warehousing,0.197906,0.583334,0.166667,10.830302707866496,1,1.3086058735818746,2026,,,,,,,,,,,,,,,,,
PFE_2023_78003,73,Pfizer,PFE,78003,2023,2024-02-22,2023-12-31,31-33,Manufacturing,0.618544,1.0,1.0,11.482486875829661,6,1.0114044957559118,2024,,,,,,,,,,,,,,,,,
PFE_2024_78003,73,Pfizer,PFE,78003,2024,2025-02-27,2024-12-31,31-33,Manufacturing,0.105511,0.777777,0.777778,11.459282042773326,1,1.3689219918173587,2025,,,,,,,,,,,,,,,,,
PFE_2025_78003,73,Pfizer,PFE,78003,2025,2026-02-26,2025-12-31,31-33,Manufacturing,0.961919,0.709677,0.677419,11.44639028516908,9,1.1647824229197121,2026,,,,,,,,,,,,,,,,,
SNX_2023_1177394,74,TD Synnex,SNX,1177394,2023,2024-01-26,2023-11-30,42,Wholesale Trade,0.751287,0.0,-0.6,10.882602837543518,4,0.6730116670092565,2024,,,,,,,,,,,,,,,,,
SNX_2024_1177394,74,TD Synnex,SNX,1177394,2024,2025-01-24,2024-11-30,42,Wholesale Trade,0.983574,0.166667,-0.166667,10.83634037270926,5,1.011404495755912,2025,,,,,,,,,,,,,,,,,
SNX_2025_1177394,74,TD Synnex,SNX,1177394,2025,2026-01-27,2025-11-30,42,Wholesale Trade,0.954617,0.65,0.45,10.866222842652885,5,1.2348391579906925,2026,,,,,,,,,,,,,,,,,
COP_2023_1163165,75,ConocoPhillips,COP,1163165,2023,2024-02-15,2023-12-31,31-33,Manufacturing,0.13579,1.0,1.0,11.206984373246167,1,-0.0,2024,,,,,,,,,,,,,,,,,
COP_2024_1163165,75,ConocoPhillips,COP,1163165,2024,2025-02-18,2024-12-31,31-33,Manufacturing,0.134347,1.0,1.0,11.21766810568071,1,-0.0,2025,,,,,,,,,,,,,,,,,
COP_2025_1163165,75,ConocoPhillips,COP,1163165,2025,2026-02-17,2025-12-31,31-33,Manufacturing,0.144758,1.0,1.0,11.143035008125729,1,-0.0,2026,,,,,,,,,,,,,,,,,
GLXY_2025_1859392,76,Galaxy Digital,GLXY,1859392,2025,2026-02-26,2025-12-31,52,Finance and Insurance,0.875465,0.275,0.1125,11.645925466431473,10,1.1870610474925125,2026,,,,,,,,,,,,,,,,,
ABBV_2023_1551152,77,AbbVie,ABBV,1551152,2023,2024-02-20,2023-12-31,31-33,Manufacturing,0.0,0.0,0.0,10.98334166827565,0,0.0,2024,,,,,,,,,,,,,,,,,
ABBV_2024_1551152,77,AbbVie,ABBV,1551152,2024,2025-02-14,2024-12-31,31-33,Manufacturing,0.327514,0.75,0.75,11.019710525463898,2,1.0397207708399179,2025,,,,,,,,,,,,,,,,,
ABBV_2025_1551152,77,AbbVie,ABBV,1551152,2025,2026-02-20,2025-12-31,31-33,Manufacturing,0.330956,0.6,0.4,11.009257497290836,2,1.6094379124341005,2026,,,,,,,,,,,,,,,,,
PRU_2023_1137774,78,Prudential Financial,PRU,1137774,2023,2024-02-21,2023-12-31,52,Finance and Insurance,0.779946,0.8,0.8,12.166921129982683,15,1.2206072645530175,2024,,,,,,,,,,,,,,,,,
PRU_2024_1137774,78,Prudential Financial,PRU,1137774,2024,2025-02-13,2024-12-31,52,Finance and Insurance,1.105699,0.9,0.9,12.105594635463769,20,1.0250939117917865,2025,,,,,,,,,,,,,,,,,
PRU_2025_1137774,78,Prudential Financial,PRU,1137774,2025,2026-02-12,2025-12-31,52,Finance and Insurance,0.725229,0.913044,0.913043,12.016514971071592,12,1.126241780062339,2026,,,,,,,,,,,,,,,,,
TJX_2023_109198,79,TJX,TJX,109198,2023,2023-03-29,2023-01-28,44-45,Retail Trade,0.0,0.0,0.0,10.602939814230668,0,0.0,2023,,,,,,,,,,,,,,,,,
TJX_2024_109198,79,TJX,TJX,109198,2024,2024-04-03,2024-02-03,44-45,Retail Trade,0.0,0.0,0.0,10.615481020892434,0,0.0,2024,,,,,,,,,,,,,,,,,
TJX_2025_109198,79,TJX,TJX,109198,2025,2025-04-02,2025-02-01,44-45,Retail Trade,0.950344,0.5,0.5,10.647565461764616,4,0.6931471805599453,2025,,,,,,,,,,,,,,,,,
PFGC_2023_1618673,80,Performance Food Group,PFGC,1618673,2023,2023-08-16,2023-07-01,42,Wholesale Trade,0.0,0.0,0.0,10.787172444661369,0,0.0,2023,,,,,,,,,,,,,,,,,
PFGC_2024_1618673,80,Performance Food Group,PFGC,1618673,2024,2024-08-14,2024-06-29,42,Wholesale Trade,0.405704,1.0,1.0,10.80561850625225,2,0.6365139372455026,2024,,,,,,,,,,,,,,,,,
PFGC_2025_1618673,80,Performance Food Group,PFGC,1618673,2025,2025-08-13,2025-06-28,42,Wholesale Trade,0.81591,1.0,1.0,10.800085651064547,4,0.9502705392332347,2025,,,,,,,,,,,,,,,,,
UAL_2023_100517,81,United Airlines Holdings,UAL,100517,2023,2024-02-29,2023-12-31,48-49,Transportation and Warehousing,0.149051,1.0,1.0,11.11380518579687,1,0.6365139372455026,2024,,,,,,,,,,,,,,,,,
UAL_2024_100517,81,United Airlines Holdings,UAL,100517,2024,2025-02-27,2024-12-31,48-49,Transportation and Warehousing,0.158899,0.857143,0.857143,11.049825947401231,1,0.9556994950280562,2025,,,,,,,,,,,,,,,,,
UAL_2025_100517,81,United Airlines Holdings,UAL,100517,2025,2026-02-12,2025-12-31,48-49,Transportation and Warehousing,0.157955,0.875,0.875,11.055782778120422,1,0.9002560512685369,2026,,,,,,,,,,,,,,,,,
ORCL_2023_1341439,82,Oracle,ORCL,1341439,2023,2023-06-20,2023-05-31,51,Information,1.957777,0.0,-0.769231,11.023437237851594,12,0.540203864548833,2023,,,,,,,,,,,,,,,,,
ORCL_2024_1341439,82,Oracle,ORCL,1341439,2024,2024-06-20,2024-05-31,51,Information,3.194244,0.26087,-0.347826,10.993429024756606,19,1.0844466066364555,2024,,,,,,,,,,,,,,,,,
ORCL_2025_1341439,82,Oracle,ORCL,1341439,2025,2025-06-18,2025-05-31,51,Information,3.580013,0.3,-0.166667,10.979496294994384,21,1.2625123874091084,2025,,,,,,,,,,,,,,,,,
CSCO_2023_858877,83,Cisco Systems,CSCO,858877,2023,2023-09-07,2023-07-29,31-33,Manufacturing,2.494388,0.428571,-0.095238,10.935354442257765,14,1.2105361987052614,2023,,,,,,,,,,,,,,,,,
CSCO_2024_858877,83,Cisco Systems,CSCO,858877,2024,2024-09-05,2024-07-27,31-33,Manufacturing,1.700738,0.576924,0.307692,10.981863119702801,10,1.5068187842961849,2024,,,,,,,,,,,,,,,,,
CSCO_2025_858877,83,Cisco Systems,CSCO,858877,2025,2025-09-03,2025-07-26,31-33,Manufacturing,1.589994,0.425532,0.021277,10.943834933072262,9,1.395728381163066,2025,,,,,,,,,,,,,,,,,
HPQ_2023_47217,84,HP,HPQ,47217,2023,2023-12-18,2023-10-31,31-33,Manufacturing,1.269096,0.526316,0.473684,11.05147713456689,8,1.0280956974619935,2023,,,,,,,,,,,,,,,,,
HPQ_2024_47217,84,HP,HPQ,47217,2024,2024-12-13,2024-10-31,31-33,Manufacturing,1.171313,0.545454,0.363636,10.998125286448827,7,1.3930193774500328,2024,,,,,,,,,,,,,,,,,
HPQ_2025_47217,84,HP,HPQ,47217,2025,2025-12-10,2025-10-31,31-33,Manufacturing,1.516581,0.473684,0.342105,10.991106299729372,9,1.3334428131436904,2025,,,,,,,,,,,,,,,,,
CHTR_2023_1091667,85,Charter Communications,CHTR,1091667,2023,2024-02-02,2023-12-31,51,Information,0.16864,0.888889,0.888889,10.990330857604238,1,0.6837384734241331,2024,,,,,,,,,,,,,,,,,
CHTR_2024_1091667,85,Charter Communications,CHTR,1091667,2024,2025-01-31,2024-12-31,51,Information,0.152479,0.888889,0.888889,11.091071795006501,1,0.6837384734241331,2025,,,,,,,,,,,,,,,,,
CHTR_2025_1091667,85,Charter Communications,CHTR,1091667,2025,2026-01-30,2025-12-31,51,Information,0.422779,0.916666,0.916667,11.169857524437713,3,1.0751384877340113,2026,,,,,,,,,,,,,,,,,
AAL_2023_6201,86,American Airlines Group,AAL,6201,2023,2024-02-21,2023-12-31,48-49,Transportation and Warehousing,0.087728,0.0,0.0,11.643857231492984,1,-0.0,2024,,,,,,,,,,,,,,,,,
AAL_2024_6201,86,American Airlines Group,AAL,6201,2024,2025-02-19,2024-12-31,48-49,Transportation and Warehousing,0.943501,0.952381,0.952381,11.6663930544015,11,1.073830895981231,2025,,,,,,,,,,,,,,,,,
AAL_2025_6201,86,American Airlines Group,AAL,6201,2025,2026-02-18,2025-12-31,48-49,Transportation and Warehousing,1.4103,0.964286,0.964286,11.639126304624847,16,1.0078527071150303,2026,,,,,,,,,,,,,,,,,
TSN_2023_100493,87,Tyson Foods,TSN,100493,2023,2023-11-13,2023-09-30,31-33,Manufacturing,0.928491,0.166667,0.0,11.076294714343865,6,0.8675635581420601,2023,,,,,,,,,,,,,,,,,
TSN_2024_100493,87,Tyson Foods,TSN,100493,2024,2024-11-12,2024-09-28,31-33,Manufacturing,0.326733,0.666666,0.333333,11.022098527710927,2,1.098612190055321,2024,,,,,,,,,,,,,,,,,
TSN_2025_100493,87,Tyson Foods,TSN,100493,2025,2025-11-10,2025-09-27,31-33,Manufacturing,0.481186,0.25,0.0,11.040454795080702,3,1.0397207708399179,2025,,,,,,,,,,,,,,,,,
INTC_2023_50863,88,Intel,INTC,50863,2023,2024-01-26,2023-12-30,31-33,Manufacturing,2.329679,0.131313,-0.585859,11.137198754625853,16,0.894696233852349,2024,,,,,,,,,,,,,,,,,
INTC_2024_50863,88,Intel,INTC,50863,2024,2025-01-31,2024-12-28,31-33,Manufacturing,2.836033,0.125,-0.511364,11.112373268722708,19,1.0228646283310932,2025,,,,,,,,,,,,,,,,,
INTC_2025_50863,88,Intel,INTC,50863,2025,2026-01-23,2025-12-27,31-33,Manufacturing,2.165059,0.125,-0.489583,11.210481638644469,16,1.039464776026411,2026,,,,,,,,,,,,,,,,,
EPD_2023_1061219,89,Enterprise Products Partners,EPD,1061219,2023,2024-02-28,2023-12-31,48-49,Transportation and Warehousing,0.0,0.0,0.0,11.629151733938361,0,0.0,2024,,,,,,,,,,,,,,,,,
EPD_2024_1061219,89,Enterprise Products Partners,EPD,1061219,2024,2025-02-28,2024-12-31,48-49,Transportation and Warehousing,0.0,0.0,0.0,11.608581039664324,0,0.0,2025,,,,,,,,,,,,,,,,,
EPD_2025_1061219,89,Enterprise Products Partners,EPD,1061219,2025,2026-02-27,2025-12-31,48-49,Transportation and Warehousing,0.090079,0.0,0.0,11.617411598467367,1,-0.0,2026,,,,,,,,,,,,,,,,,
