fortune_rank_2025,company_name,ticker,cik_padded,target_report_year,ai_window_count,topic_0_count,topic_0_share,topic_1_count,topic_1_share,topic_2_count,topic_2_share,topic_3_count,topic_3_share,topic_4_count,topic_4_share,seed_efficiency_productivity_count,seed_efficiency_productivity_share,seed_negative_sensitive_count,seed_negative_sensitive_share,seed_content_generation_count,seed_content_generation_share,seed_privacy_data_security_count,seed_privacy_data_security_share,seed_infrastructure_platform_count,seed_infrastructure_platform_share,k,k5_topic_0_label,k5_topic_1_label,k5_topic_2_label,k5_topic_3_label,k5_topic_4_label,AI_Privacy_Data_Law_Topic_Count,AI_Privacy_Data_Law_Topic_Share,AI_Business_Product_Topic_Count,AI_Business_Product_Topic_Share,AI_Cybersecurity_Risk_Topic_Count,AI_Cybersecurity_Risk_Topic_Share,AI_Infrastructure_Topic_Count,AI_Infrastructure_Topic_Share,AI_AIUse_LegalRisk_Topic_Count,AI_AIUse_LegalRisk_Topic_Share,AI_NegativeSensitive_Topic_Count,AI_NegativeSensitive_Topic_Share,AI_Negative_Orientation,AI_Dominant_Topic_ID,AI_Dominant_Topic_Label
22,Ford Motor,F,0000037996,2024,15,5,0.333333,9,0.6,0,0.0,0,0.0,1,0.066667,14,0.933333,24,1.6,0,0.0,62,4.133333,7,0.466667,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,5,0.333333,9,0.6,0,0.0,0,0.0,1,0.066667,6,0.4,0.4,1,business_product_service_revenue
22,Ford Motor,F,0000037996,2025,7,5,0.714286,1,0.142857,0,0.0,0,0.0,1,0.142857,10,1.428571,18,2.571429,0,0.0,43,6.142857,4,0.571429,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,5,0.714286,1,0.142857,0,0.0,0,0.0,1,0.142857,6,0.857143,0.857143,0,privacy_data_law_protection
23,General Motors,GM,0001467858,2024,3,0,0.0,2,0.666667,1,0.333333,0,0.0,0,0.0,0,0.0,3,1.0,0,0.0,6,2.0,2,0.666667,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,2,0.666667,1,0.333333,0,0.0,0,0.0,1,0.333333,0.333333,1,business_product_service_revenue
23,General Motors,GM,0001467858,2025,11,4,0.363636,2,0.181818,2,0.181818,2,0.181818,1,0.090909,4,0.363636,26,2.363636,0,0.0,47,4.272727,7,0.636364,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,0.363636,2,0.181818,2,0.181818,2,0.181818,1,0.090909,7,0.636363,0.454545,0,privacy_data_law_protection
24,Citigroup,C,0000831001,2023,4,0,0.0,0,0.0,2,0.5,0,0.0,2,0.5,0,0.0,17,4.25,0,0.0,5,1.25,4,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,0,0.0,2,0.5,0,0.0,2,0.5,4,1.0,1.0,2,cybersecurity_attacks_security_threats
24,Citigroup,C,0000831001,2024,13,0,0.0,4,0.307692,3,0.230769,1,0.076923,5,0.384615,5,0.384615,42,3.230769,6,0.461538,12,0.923077,25,1.923077,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,4,0.307692,3,0.230769,1,0.076923,5,0.384615,8,0.615384,0.538462,4,ai_use_legal_regulatory_risk
24,Citigroup,C,0000831001,2025,24,2,0.083333,8,0.333333,5,0.208333,0,0.0,9,0.375,19,0.791667,77,3.208333,5,0.208333,33,1.375,39,1.625,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,2,0.083333,8,0.333333,5,0.208333,0,0.0,9,0.375,16,0.666666,0.666667,4,ai_use_legal_regulatory_risk
25,Home Depot,HD,0000354950,2023,1,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,3,3.0,0,0.0,0,0.0,0,0.0,0,0.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,-1.0,3,ai_cloud_platform_infrastructure
25,Home Depot,HD,0000354950,2024,4,1,0.25,3,0.75,0,0.0,0,0.0,0,0.0,4,1.0,7,1.75,0,0.0,14,3.5,13,3.25,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.25,3,0.75,0,0.0,0,0.0,0,0.0,1,0.25,0.25,1,business_product_service_revenue
25,Home Depot,HD,0000354950,2025,5,2,0.4,2,0.4,0,0.0,0,0.0,1,0.2,5,1.0,8,1.6,0,0.0,18,3.6,15,3.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,2,0.4,2,0.4,0,0.0,0,0.0,1,0.2,3,0.6,0.6,0,privacy_data_law_protection
26,Fannie Mae,FNMA,0000310522,2023,15,1,0.066667,3,0.2,2,0.133333,1,0.066667,8,0.533333,5,0.333333,58,3.866667,0,0.0,33,2.2,33,2.2,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.066667,3,0.2,2,0.133333,1,0.066667,8,0.533333,11,0.733333,0.666667,4,ai_use_legal_regulatory_risk
26,Fannie Mae,FNMA,0000310522,2024,21,1,0.047619,5,0.238095,2,0.095238,1,0.047619,12,0.571429,12,0.571429,75,3.571429,0,0.0,44,2.095238,55,2.619048,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.047619,5,0.238095,2,0.095238,1,0.047619,12,0.571429,15,0.714286,0.666667,4,ai_use_legal_regulatory_risk
26,Fannie Mae,FNMA,0000310522,2025,28,3,0.107143,2,0.071429,3,0.107143,4,0.142857,16,0.571429,16,0.571429,96,3.428571,0,0.0,54,1.928571,60,2.142857,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,3,0.107143,2,0.071429,3,0.107143,4,0.142857,16,0.571429,22,0.785715,0.642857,4,ai_use_legal_regulatory_risk
27,Kroger,KR,0000056873,2024,1,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,2,2.0,0,0.0,2,2.0,0,0.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,1.0,2,cybersecurity_attacks_security_threats
27,Kroger,KR,0000056873,2025,6,0,0.0,1,0.166667,2,0.333333,0,0.0,3,0.5,11,1.833333,26,4.333333,0,0.0,23,3.833333,9,1.5,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,1,0.166667,2,0.333333,0,0.0,3,0.5,5,0.833333,0.833333,4,ai_use_legal_regulatory_risk
28,Verizon Communications,VZ,0000732712,2023,3,1,0.333333,1,0.333333,0,0.0,0,0.0,1,0.333333,0,0.0,5,1.666667,1,0.333333,7,2.333333,1,0.333333,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.333333,1,0.333333,0,0.0,0,0.0,1,0.333333,2,0.666666,0.666667,0,privacy_data_law_protection
28,Verizon Communications,VZ,0000732712,2024,10,2,0.2,2,0.2,1,0.1,0,0.0,5,0.5,10,1.0,14,1.4,1,0.1,9,0.9,7,0.7,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,2,0.2,2,0.2,1,0.1,0,0.0,5,0.5,8,0.8,0.8,4,ai_use_legal_regulatory_risk
28,Verizon Communications,VZ,0000732712,2025,18,2,0.111111,5,0.277778,1,0.055556,4,0.222222,6,0.333333,17,0.944444,24,1.333333,1,0.055556,21,1.166667,17,0.944444,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,2,0.111111,5,0.277778,1,0.055556,4,0.222222,6,0.333333,9,0.5,0.277778,4,ai_use_legal_regulatory_risk
29,Phillips 66,PSX,0001534701,2024,2,0,0.0,1,0.5,1,0.5,0,0.0,0,0.0,5,2.5,6,3.0,0,0.0,8,4.0,2,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,1,0.5,1,0.5,0,0.0,0,0.0,1,0.5,0.5,1,business_product_service_revenue
29,Phillips 66,PSX,0001534701,2025,2,0,0.0,1,0.5,1,0.5,0,0.0,0,0.0,5,2.5,6,3.0,0,0.0,8,4.0,2,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,1,0.5,1,0.5,0,0.0,0,0.0,1,0.5,0.5,1,business_product_service_revenue
30,Marathon Petroleum,MPC,0001510295,2023,2,0,0.0,1,0.5,1,0.5,0,0.0,0,0.0,2,1.0,3,1.5,0,0.0,5,2.5,5,2.5,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,1,0.5,1,0.5,0,0.0,0,0.0,1,0.5,0.5,1,business_product_service_revenue
30,Marathon Petroleum,MPC,0001510295,2024,5,0,0.0,0,0.0,1,0.2,0,0.0,4,0.8,2,0.4,12,2.4,2,0.4,9,1.8,5,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,0,0.0,1,0.2,0,0.0,4,0.8,5,1.0,1.0,4,ai_use_legal_regulatory_risk
30,Marathon Petroleum,MPC,0001510295,2025,5,0,0.0,0,0.0,1,0.2,0,0.0,4,0.8,2,0.4,12,2.4,2,0.4,9,1.8,6,1.2,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,0,0.0,1,0.2,0,0.0,4,0.8,5,1.0,1.0,4,ai_use_legal_regulatory_risk
33,Freddie Mac,FMCC,0001026214,2023,15,2,0.133333,2,0.133333,2,0.133333,0,0.0,9,0.6,3,0.2,62,4.133333,6,0.4,40,2.666667,11,0.733333,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,2,0.133333,2,0.133333,2,0.133333,0,0.0,9,0.6,13,0.866666,0.866667,4,ai_use_legal_regulatory_risk
33,Freddie Mac,FMCC,0001026214,2024,18,3,0.166667,2,0.111111,2,0.111111,0,0.0,11,0.611111,6,0.333333,80,4.444444,5,0.277778,46,2.555556,17,0.944444,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,3,0.166667,2,0.111111,2,0.111111,0,0.0,11,0.611111,16,0.888889,0.888889,4,ai_use_legal_regulatory_risk
33,Freddie Mac,FMCC,0001026214,2025,19,2,0.105263,3,0.157895,2,0.105263,1,0.052632,11,0.578947,4,0.210526,65,3.421053,4,0.210526,48,2.526316,11,0.578947,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,2,0.105263,3,0.157895,2,0.105263,1,0.052632,11,0.578947,15,0.789473,0.736842,4,ai_use_legal_regulatory_risk
34,Humana,HUM,0000049071,2024,3,0,0.0,0,0.0,1,0.333333,0,0.0,2,0.666667,4,1.333333,14,4.666667,0,0.0,19,6.333333,18,6.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,0,0.0,1,0.333333,0,0.0,2,0.666667,3,1.0,1.0,4,ai_use_legal_regulatory_risk
34,Humana,HUM,0000049071,2025,6,2,0.333333,0,0.0,1,0.166667,0,0.0,3,0.5,7,1.166667,15,2.5,0,0.0,25,4.166667,22,3.666667,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,2,0.333333,0,0.0,1,0.166667,0,0.0,3,0.5,6,1.0,1.0,4,ai_use_legal_regulatory_risk
35,AT&T,T,0000732717,2023,5,0,0.0,2,0.4,1,0.2,0,0.0,2,0.4,8,1.6,9,1.8,0,0.0,11,2.2,4,0.8,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,2,0.4,1,0.2,0,0.0,2,0.4,3,0.6,0.6,1,business_product_service_revenue
35,AT&T,T,0000732717,2024,7,0,0.0,2,0.285714,1,0.142857,2,0.285714,2,0.285714,9,1.285714,17,2.428571,7,1.0,11,1.571429,7,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,2,0.285714,1,0.142857,2,0.285714,2,0.285714,3,0.428571,0.142857,1,business_product_service_revenue
35,AT&T,T,0000732717,2025,14,1,0.071429,4,0.285714,1,0.071429,4,0.285714,4,0.285714,16,1.142857,26,1.857143,11,0.785714,24,1.714286,11,0.785714,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.071429,4,0.285714,1,0.071429,4,0.285714,4,0.285714,6,0.428572,0.142857,1,business_product_service_revenue
36,Goldman Sachs Group,GS,0000886982,2023,19,3,0.157895,1,0.052632,6,0.315789,0,0.0,9,0.473684,6,0.315789,53,2.789474,1,0.052632,22,1.157895,33,1.736842,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,3,0.157895,1,0.052632,6,0.315789,0,0.0,9,0.473684,18,0.947368,0.947368,4,ai_use_legal_regulatory_risk
36,Goldman Sachs Group,GS,0000886982,2024,32,9,0.28125,5,0.15625,5,0.15625,0,0.0,13,0.40625,24,0.75,87,2.71875,1,0.03125,45,1.40625,43,1.34375,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,9,0.28125,5,0.15625,5,0.15625,0,0.0,13,0.40625,27,0.84375,0.84375,4,ai_use_legal_regulatory_risk
36,Goldman Sachs Group,GS,0000886982,2025,38,7,0.184211,9,0.236842,4,0.105263,0,0.0,18,0.473684,28,0.736842,85,2.236842,1,0.026316,37,0.973684,40,1.052632,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,7,0.184211,9,0.236842,4,0.105263,0,0.0,18,0.473684,29,0.763158,0.763158,4,ai_use_legal_regulatory_risk
37,Comcast,CMCSA,0001166691,2023,5,0,0.0,2,0.4,1,0.2,1,0.2,1,0.2,4,0.8,8,1.6,8,1.6,3,0.6,2,0.4,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,2,0.4,1,0.2,1,0.2,1,0.2,2,0.4,0.2,1,business_product_service_revenue
37,Comcast,CMCSA,0001166691,2024,8,1,0.125,3,0.375,1,0.125,1,0.125,2,0.25,4,0.5,9,1.125,8,1.0,3,0.375,2,0.25,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.125,3,0.375,1,0.125,1,0.125,2,0.25,4,0.5,0.375,1,business_product_service_revenue
37,Comcast,CMCSA,0001166691,2025,10,3,0.3,3,0.3,1,0.1,1,0.1,2,0.2,5,0.5,17,1.7,17,1.7,4,0.4,2,0.2,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,3,0.3,3,0.3,1,0.1,1,0.1,2,0.2,6,0.6,0.5,0,privacy_data_law_protection
38,Wells Fargo,WFC,0000072971,2025,1,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,business_product_service_revenue
39,Morgan Stanley,MS,0000895421,2023,5,0,0.0,2,0.4,3,0.6,0,0.0,0,0.0,0,0.0,11,2.2,0,0.0,12,2.4,11,2.2,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,2,0.4,3,0.6,0,0.0,0,0.0,3,0.6,0.6,2,cybersecurity_attacks_security_threats
39,Morgan Stanley,MS,0000895421,2024,5,1,0.2,2,0.4,2,0.4,0,0.0,0,0.0,1,0.2,10,2.0,0,0.0,14,2.8,11,2.2,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.2,2,0.4,2,0.4,0,0.0,0,0.0,3,0.6,0.6,1,business_product_service_revenue
39,Morgan Stanley,MS,0000895421,2025,11,3,0.272727,4,0.363636,4,0.363636,0,0.0,0,0.0,5,0.454545,33,3.0,0,0.0,35,3.181818,20,1.818182,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,3,0.272727,4,0.363636,4,0.363636,0,0.0,0,0.0,7,0.636363,0.636364,1,business_product_service_revenue
40,Valero Energy,VLO,0001035002,2023,1,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,2,2.0,1,1.0,3,3.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,business_product_service_revenue
40,Valero Energy,VLO,0001035002,2024,3,0,0.0,1,0.333333,2,0.666667,0,0.0,0,0.0,2,0.666667,5,1.666667,1,0.333333,7,2.333333,6,2.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,1,0.333333,2,0.666667,0,0.0,0,0.0,2,0.666667,0.666667,2,cybersecurity_attacks_security_threats
40,Valero Energy,VLO,0001035002,2025,6,1,0.166667,1,0.166667,4,0.666667,0,0.0,0,0.0,4,0.666667,14,2.333333,0,0.0,16,2.666667,13,2.166667,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.166667,1,0.166667,4,0.666667,0,0.0,0,0.0,5,0.833334,0.833333,2,cybersecurity_attacks_security_threats
41,Dell Technologies,DELL,0001571996,2023,11,0,0.0,2,0.181818,0,0.0,8,0.727273,1,0.090909,7,0.636364,6,0.545455,1,0.090909,16,1.454545,12,1.090909,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,2,0.181818,0,0.0,8,0.727273,1,0.090909,1,0.090909,-0.636364,3,ai_cloud_platform_infrastructure
41,Dell Technologies,DELL,0001571996,2024,26,0,0.0,9,0.346154,0,0.0,12,0.461538,5,0.192308,13,0.5,35,1.346154,1,0.038462,17,0.653846,22,0.846154,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,9,0.346154,0,0.0,12,0.461538,5,0.192308,5,0.192308,-0.269231,3,ai_cloud_platform_infrastructure
41,Dell Technologies,DELL,0001571996,2025,59,1,0.016949,34,0.576271,2,0.033898,12,0.20339,10,0.169492,50,0.847458,74,1.254237,3,0.050847,54,0.915254,44,0.745763,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.016949,34,0.576271,2,0.033898,12,0.20339,10,0.169492,13,0.220339,0.016949,1,business_product_service_revenue
42,Target,TGT,0000027419,2023,1,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,5,5.0,0,0.0,0,0.0,0,0.0,2,2.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,business_product_service_revenue
42,Target,TGT,0000027419,2024,4,1,0.25,2,0.5,1,0.25,0,0.0,0,0.0,3,0.75,11,2.75,2,0.5,10,2.5,1,0.25,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.25,2,0.5,1,0.25,0,0.0,0,0.0,2,0.5,0.5,1,business_product_service_revenue
42,Target,TGT,0000027419,2025,9,1,0.111111,3,0.333333,1,0.111111,0,0.0,4,0.444444,3,0.333333,12,1.333333,3,0.333333,7,0.777778,3,0.333333,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.111111,3,0.333333,1,0.111111,0,0.0,4,0.444444,6,0.666666,0.666667,4,ai_use_legal_regulatory_risk
43,Tesla,TSLA,0001318605,2023,12,0,0.0,10,0.833333,0,0.0,2,0.166667,0,0.0,12,1.0,1,0.083333,2,0.166667,3,0.25,8,0.666667,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,10,0.833333,0,0.0,2,0.166667,0,0.0,0,0.0,-0.166667,1,business_product_service_revenue
43,Tesla,TSLA,0001318605,2024,23,2,0.086957,17,0.73913,1,0.043478,3,0.130435,0,0.0,20,0.869565,12,0.521739,2,0.086957,20,0.869565,18,0.782609,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,2,0.086957,17,0.73913,1,0.043478,3,0.130435,0,0.0,3,0.130435,0.0,1,business_product_service_revenue
43,Tesla,TSLA,0001318605,2025,48,1,0.020833,27,0.5625,1,0.020833,19,0.395833,0,0.0,37,0.770833,16,0.333333,16,0.333333,27,0.5625,58,1.208333,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.020833,27,0.5625,1,0.020833,19,0.395833,0,0.0,2,0.041666,-0.354167,1,business_product_service_revenue
44,Walt Disney,DIS,0001744489,2023,3,0,0.0,1,0.333333,0,0.0,0,0.0,2,0.666667,1,0.333333,10,3.333333,2,0.666667,1,0.333333,2,0.666667,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,1,0.333333,0,0.0,0,0.0,2,0.666667,2,0.666667,0.666667,4,ai_use_legal_regulatory_risk
44,Walt Disney,DIS,0001744489,2024,7,1,0.142857,2,0.285714,1,0.142857,0,0.0,3,0.428571,3,0.428571,20,2.857143,11,1.571429,5,0.714286,4,0.571429,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.142857,2,0.285714,1,0.142857,0,0.0,3,0.428571,5,0.714285,0.714286,4,ai_use_legal_regulatory_risk
44,Walt Disney,DIS,0001744489,2025,7,1,0.142857,2,0.285714,1,0.142857,0,0.0,3,0.428571,4,0.571429,18,2.571429,5,0.714286,6,0.857143,4,0.571429,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.142857,2,0.285714,1,0.142857,0,0.0,3,0.428571,5,0.714285,0.714286,4,ai_use_legal_regulatory_risk
45,Johnson & Johnson,JNJ,0000200406,2023,7,1,0.142857,1,0.142857,1,0.142857,0,0.0,4,0.571429,4,0.571429,18,2.571429,0,0.0,19,2.714286,0,0.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.142857,1,0.142857,1,0.142857,0,0.0,4,0.571429,6,0.857143,0.857143,4,ai_use_legal_regulatory_risk
45,Johnson & Johnson,JNJ,0000200406,2024,6,1,0.166667,0,0.0,1,0.166667,0,0.0,4,0.666667,3,0.5,18,3.0,0,0.0,19,3.166667,0,0.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.166667,0,0.0,1,0.166667,0,0.0,4,0.666667,6,1.000001,1.0,4,ai_use_legal_regulatory_risk
45,Johnson & Johnson,JNJ,0000200406,2025,6,1,0.166667,0,0.0,1,0.166667,0,0.0,4,0.666667,3,0.5,18,3.0,0,0.0,19,3.166667,0,0.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.166667,0,0.0,1,0.166667,0,0.0,4,0.666667,6,1.000001,1.0,4,ai_use_legal_regulatory_risk
46,PepsiCo,PEP,0000077476,2023,8,1,0.125,5,0.625,2,0.25,0,0.0,0,0.0,11,1.375,10,1.25,1,0.125,11,1.375,8,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.125,5,0.625,2,0.25,0,0.0,0,0.0,3,0.375,0.375,1,business_product_service_revenue
46,PepsiCo,PEP,0000077476,2024,13,2,0.153846,8,0.615385,2,0.153846,0,0.0,1,0.076923,17,1.307692,14,1.076923,2,0.153846,13,1.0,10,0.769231,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,2,0.153846,8,0.615385,2,0.153846,0,0.0,1,0.076923,5,0.384615,0.384615,1,business_product_service_revenue
