fortune_rank_2025,company_name,ticker,cik,cik_padded,target_report_year,download_status,failure_reason,form_type,filing_date,report_date,accession_number,primary_document,sec_filing_url,sec_document_url,local_html_path,local_text_path,total_words,ai_keyword_count,ai_keyword_per_10k_words,sample_role,has_10k_text,audit_category,analysis_treatment,sec_sic_code,sec_sic_description,naics_code,naics_description,naics_sector_code,naics_sector_name,naics_source,industry_enrichment_status,industry_enrichment_reason,final_dataset_role,has_10k_text_final,has_ai_window_k5,is_primary_text_sample,is_k5_topic_sample,ai_window_count,topic_0_count,topic_0_share,topic_1_count,topic_1_share,topic_2_count,topic_2_share,topic_3_count,topic_3_share,topic_4_count,topic_4_share,AI_Privacy_Data_Law_Topic_Count,AI_Privacy_Data_Law_Topic_Share,AI_Business_Product_Topic_Count,AI_Business_Product_Topic_Share,AI_Cybersecurity_Risk_Topic_Count,AI_Cybersecurity_Risk_Topic_Share,AI_Infrastructure_Topic_Count,AI_Infrastructure_Topic_Share,AI_AIUse_LegalRisk_Topic_Count,AI_AIUse_LegalRisk_Topic_Share,AI_NegativeSensitive_Topic_Count,AI_NegativeSensitive_Topic_Share,AI_Negative_Orientation,k,k5_topic_0_label,k5_topic_1_label,k5_topic_2_label,k5_topic_3_label,k5_topic_4_label,AI_Dominant_Topic_ID,AI_Dominant_Topic_Label
20,Bank of America,BAC,70858,0000070858,2023,success,,10-K,2024-02-20,2023-12-31,0000070858-24-000122,bac-20231231.htm,https://www.sec.gov/Archives/edgar/data/70858/000007085824000122/,https://www.sec.gov/Archives/edgar/data/70858/000007085824000122/bac-20231231.htm,data/raw/sec_10k_html/major_missing/BAC/2023_BAC_10k.html,data/processed/sec_10k_text/major_missing/BAC/2023_BAC_10k.txt,128312,14,1.09109,primary_text_sample,TRUE,,,6021,National Commercial Banks,,,52,Finance and Insurance,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,11,5,0.454545,2,0.181818,4,0.363636,0,0.0,0,0.0,5,0.454545,2,0.181818,4,0.363636,0,0.0,0,0.0,9,0.818181,0.818182,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,privacy_data_law_protection
20,Bank of America,BAC,70858,0000070858,2024,success,,10-K,2025-02-25,2024-12-31,0000070858-25-000139,bac-20241231.htm,https://www.sec.gov/Archives/edgar/data/70858/000007085825000139/,https://www.sec.gov/Archives/edgar/data/70858/000007085825000139/bac-20241231.htm,data/raw/sec_10k_html/major_missing/BAC/2024_BAC_10k.html,data/processed/sec_10k_text/major_missing/BAC/2024_BAC_10k.txt,125904,25,1.98564,primary_text_sample,TRUE,,,6021,National Commercial Banks,,,52,Finance and Insurance,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,23,9,0.391304,7,0.304348,5,0.217391,0,0.0,2,0.086957,9,0.391304,7,0.304348,5,0.217391,0,0.0,2,0.086957,16,0.695652,0.695652,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,privacy_data_law_protection
20,Bank of America,BAC,70858,0000070858,2025,success,,10-K,2026-02-25,2025-12-31,0000070858-26-000157,bac-20251231.htm,https://www.sec.gov/Archives/edgar/data/70858/000007085826000157/,https://www.sec.gov/Archives/edgar/data/70858/000007085826000157/bac-20251231.htm,data/raw/sec_10k_html/top100/chunk_01/BAC/2025_BAC_10k.html,data/processed/sec_10k_text/top100/chunk_01/BAC/2025_BAC_10k.txt,126023,6,0.476104,primary_text_sample,TRUE,,,6021,National Commercial Banks,,,52,Finance and Insurance,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,30,14,0.466667,4,0.133333,5,0.166667,0,0.0,7,0.233333,14,0.466667,4,0.133333,5,0.166667,0,0.0,7,0.233333,26,0.866667,0.866667,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,privacy_data_law_protection
21,Chevron,CVX,93410,0000093410,2023,success,,10-K,2024-02-26,2023-12-31,0000093410-24-000013,cvx-20231231.htm,https://www.sec.gov/Archives/edgar/data/93410/000009341024000013/,https://www.sec.gov/Archives/edgar/data/93410/000009341024000013/cvx-20231231.htm,data/raw/sec_10k_html/top100/chunk_01/CVX/2023_CVX_10k.html,data/processed/sec_10k_text/top100/chunk_01/CVX/2023_CVX_10k.txt,65570,2,0.305018,primary_text_sample,TRUE,,,2911,Petroleum Refining,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,2,0,0.0,1,0.5,0,0.0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,1,0.5,0,0.0,0,0.0,-0.5,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,business_product_service_revenue
21,Chevron,CVX,93410,0000093410,2024,success,,10-K,2025-02-21,2024-12-31,0000093410-25-000009,cvx-20241231.htm,https://www.sec.gov/Archives/edgar/data/93410/000009341025000009/,https://www.sec.gov/Archives/edgar/data/93410/000009341025000009/cvx-20241231.htm,data/raw/sec_10k_html/top100/chunk_01/CVX/2024_CVX_10k.html,data/processed/sec_10k_text/top100/chunk_01/CVX/2024_CVX_10k.txt,66027,2,0.302906,primary_text_sample,TRUE,,,2911,Petroleum Refining,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,5,0,0.0,1,0.2,0,0.0,1,0.2,3,0.6,0,0.0,1,0.2,0,0.0,1,0.2,3,0.6,3,0.6,0.4,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,ai_use_legal_regulatory_risk
21,Chevron,CVX,93410,0000093410,2025,success,,10-K,2026-02-24,2025-12-31,0000093410-26-000078,cvx-20251231.htm,https://www.sec.gov/Archives/edgar/data/93410/000009341026000078/,https://www.sec.gov/Archives/edgar/data/93410/000009341026000078/cvx-20251231.htm,data/raw/sec_10k_html/top100/chunk_01/CVX/2025_CVX_10k.html,data/processed/sec_10k_text/top100/chunk_01/CVX/2025_CVX_10k.txt,67497,4,0.592619,primary_text_sample,TRUE,,,2911,Petroleum Refining,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,8,0,0.0,1,0.125,0,0.0,0,0.0,7,0.875,0,0.0,1,0.125,0,0.0,0,0.0,7,0.875,7,0.875,0.875,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,ai_use_legal_regulatory_risk
22,Ford Motor,F,37996,0000037996,2023,success,,10-K,2024-02-07,2023-12-31,0000037996-24-000009,f-20231231.htm,https://www.sec.gov/Archives/edgar/data/37996/000003799624000009/,https://www.sec.gov/Archives/edgar/data/37996/000003799624000009/f-20231231.htm,data/raw/sec_10k_html/top100/chunk_01/F/2023_F_10k.html,data/processed/sec_10k_text/top100/chunk_01/F/2023_F_10k.txt,91833,6,0.65336,primary_text_sample,TRUE,,,3711,Motor Vehicles & Passenger Car Bodies,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,14,5,0.357143,8,0.571429,0,0.0,1,0.071429,0,0.0,5,0.357143,8,0.571429,0,0.0,1,0.071429,0,0.0,5,0.357143,0.285714,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,business_product_service_revenue
22,Ford Motor,F,37996,0000037996,2024,success,,10-K,2025-02-06,2024-12-31,0000037996-25-000013,f-20241231.htm,https://www.sec.gov/Archives/edgar/data/37996/000003799625000013/,https://www.sec.gov/Archives/edgar/data/37996/000003799625000013/f-20241231.htm,data/raw/sec_10k_html/top100/chunk_01/F/2024_F_10k.html,data/processed/sec_10k_text/top100/chunk_01/F/2024_F_10k.txt,94046,8,0.850648,primary_text_sample,TRUE,,,3711,Motor Vehicles & Passenger Car Bodies,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,15,5,0.333333,9,0.6,0,0.0,0,0.0,1,0.066667,5,0.333333,9,0.6,0,0.0,0,0.0,1,0.066667,6,0.4,0.4,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,business_product_service_revenue
22,Ford Motor,F,37996,0000037996,2025,success,,10-K,2026-02-11,2025-12-31,0000037996-26-000015,f-20251231.htm,https://www.sec.gov/Archives/edgar/data/37996/000003799626000015/,https://www.sec.gov/Archives/edgar/data/37996/000003799626000015/f-20251231.htm,data/raw/sec_10k_html/top100/chunk_01/F/2025_F_10k.html,data/processed/sec_10k_text/top100/chunk_01/F/2025_F_10k.txt,94615,7,0.73984,primary_text_sample,TRUE,,,3711,Motor Vehicles & Passenger Car Bodies,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,7,5,0.714286,1,0.142857,0,0.0,0,0.0,1,0.142857,5,0.714286,1,0.142857,0,0.0,0,0.0,1,0.142857,6,0.857143,0.857143,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,privacy_data_law_protection
23,General Motors,GM,1467858,0001467858,2024,success,,10-K,2025-01-28,2024-12-31,0001467858-25-000032,gm-20241231.htm,https://www.sec.gov/Archives/edgar/data/1467858/000146785825000032/,https://www.sec.gov/Archives/edgar/data/1467858/000146785825000032/gm-20241231.htm,data/raw/sec_10k_html/top100/chunk_01/GM/2024_GM_10k.html,data/processed/sec_10k_text/top100/chunk_01/GM/2024_GM_10k.txt,64195,5,0.778877,primary_text_sample,TRUE,,,3711,Motor Vehicles & Passenger Car Bodies,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,3,0,0.0,2,0.666667,1,0.333333,0,0.0,0,0.0,0,0.0,2,0.666667,1,0.333333,0,0.0,0,0.0,1,0.333333,0.333333,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,business_product_service_revenue
23,General Motors,GM,1467858,0001467858,2025,success,,10-K,2026-01-27,2025-12-31,0001467858-26-000013,gm-20251231.htm,https://www.sec.gov/Archives/edgar/data/1467858/000146785826000013/,https://www.sec.gov/Archives/edgar/data/1467858/000146785826000013/gm-20251231.htm,data/raw/sec_10k_html/top100/chunk_01/GM/2025_GM_10k.html,data/processed/sec_10k_text/top100/chunk_01/GM/2025_GM_10k.txt,64475,4,0.620396,primary_text_sample,TRUE,,,3711,Motor Vehicles & Passenger Car Bodies,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,11,4,0.363636,2,0.181818,2,0.181818,2,0.181818,1,0.090909,4,0.363636,2,0.181818,2,0.181818,2,0.181818,1,0.090909,7,0.636363,0.454545,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,privacy_data_law_protection
24,Citigroup,C,831001,0000831001,2023,success,,10-K,2024-02-23,2023-12-31,0000831001-24-000033,c-20231231.htm,https://www.sec.gov/Archives/edgar/data/831001/000083100124000033/,https://www.sec.gov/Archives/edgar/data/831001/000083100124000033/c-20231231.htm,data/raw/sec_10k_html/major_missing/C/2023_C_10k.html,data/processed/sec_10k_text/major_missing/C/2023_C_10k.txt,178610,4,0.223952,primary_text_sample,TRUE,,,6021,National Commercial Banks,,,52,Finance and Insurance,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,4,0,0.0,0,0.0,2,0.5,0,0.0,2,0.5,0,0.0,0,0.0,2,0.5,0,0.0,2,0.5,4,1.0,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,2,cybersecurity_attacks_security_threats
24,Citigroup,C,831001,0000831001,2024,success,,10-K,2025-02-21,2024-12-31,0000831001-25-000067,c-20241231.htm,https://www.sec.gov/Archives/edgar/data/831001/000083100125000067/,https://www.sec.gov/Archives/edgar/data/831001/000083100125000067/c-20241231.htm,data/raw/sec_10k_html/major_missing/C/2024_C_10k.html,data/processed/sec_10k_text/major_missing/C/2024_C_10k.txt,178785,10,0.559331,primary_text_sample,TRUE,,,6021,National Commercial Banks,,,52,Finance and Insurance,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,13,0,0.0,4,0.307692,3,0.230769,1,0.076923,5,0.384615,0,0.0,4,0.307692,3,0.230769,1,0.076923,5,0.384615,8,0.615384,0.538462,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,ai_use_legal_regulatory_risk
24,Citigroup,C,831001,0000831001,2025,success,,10-K,2026-02-20,2025-12-31,0000831001-26-000011,c-20251231.htm,https://www.sec.gov/Archives/edgar/data/831001/000083100126000011/,https://www.sec.gov/Archives/edgar/data/831001/000083100126000011/c-20251231.htm,data/raw/sec_10k_html/top100/chunk_01/C/2025_C_10k.html,data/processed/sec_10k_text/top100/chunk_01/C/2025_C_10k.txt,166879,12,0.719084,primary_text_sample,TRUE,,,6021,National Commercial Banks,,,52,Finance and Insurance,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,24,2,0.083333,8,0.333333,5,0.208333,0,0.0,9,0.375,2,0.083333,8,0.333333,5,0.208333,0,0.0,9,0.375,16,0.666666,0.666667,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,ai_use_legal_regulatory_risk
25,Home Depot,HD,354950,0000354950,2023,success,,10-K,2023-03-15,2023-01-29,0000354950-23-000059,hd-20230129.htm,https://www.sec.gov/Archives/edgar/data/354950/000035495023000059/,https://www.sec.gov/Archives/edgar/data/354950/000035495023000059/hd-20230129.htm,data/raw/sec_10k_html/top100/chunk_01/HD/2023_HD_10k.html,data/processed/sec_10k_text/top100/chunk_01/HD/2023_HD_10k.txt,40395,1,0.247555,primary_text_sample,TRUE,,,5211,Retail-Lumber & Other Building Materials Dealers,,,44-45,Retail Trade,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,1,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,-1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,3,ai_cloud_platform_infrastructure
25,Home Depot,HD,354950,0000354950,2024,success,,10-K,2024-03-13,2024-01-28,0000354950-24-000062,hd-20240128.htm,https://www.sec.gov/Archives/edgar/data/354950/000035495024000062/,https://www.sec.gov/Archives/edgar/data/354950/000035495024000062/hd-20240128.htm,data/raw/sec_10k_html/top100/chunk_01/HD/2024_HD_10k.html,data/processed/sec_10k_text/top100/chunk_01/HD/2024_HD_10k.txt,42033,4,0.951633,primary_text_sample,TRUE,,,5211,Retail-Lumber & Other Building Materials Dealers,,,44-45,Retail Trade,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,4,1,0.25,3,0.75,0,0.0,0,0.0,0,0.0,1,0.25,3,0.75,0,0.0,0,0.0,0,0.0,1,0.25,0.25,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,business_product_service_revenue
25,Home Depot,HD,354950,0000354950,2025,success,,10-K,2025-03-21,2025-02-02,0000354950-25-000085,hd-20250202.htm,https://www.sec.gov/Archives/edgar/data/354950/000035495025000085/,https://www.sec.gov/Archives/edgar/data/354950/000035495025000085/hd-20250202.htm,data/raw/sec_10k_html/top100/chunk_01/HD/2025_HD_10k.html,data/processed/sec_10k_text/top100/chunk_01/HD/2025_HD_10k.txt,45898,6,1.307247,primary_text_sample,TRUE,,,5211,Retail-Lumber & Other Building Materials Dealers,,,44-45,Retail Trade,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,5,2,0.4,2,0.4,0,0.0,0,0.0,1,0.2,2,0.4,2,0.4,0,0.0,0,0.0,1,0.2,3,0.6,0.6,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,privacy_data_law_protection
26,Fannie Mae,FNMA,310522,0000310522,2023,success,,10-K,2024-02-15,2023-12-31,0000310522-24-000184,fnm-20231231.htm,https://www.sec.gov/Archives/edgar/data/310522/000031052224000184/,https://www.sec.gov/Archives/edgar/data/310522/000031052224000184/fnm-20231231.htm,data/raw/sec_10k_html/top100/chunk_02/FNMA/2023_FNMA_10k.html,data/processed/sec_10k_text/top100/chunk_02/FNMA/2023_FNMA_10k.txt,165518,25,1.51041,primary_text_sample,TRUE,,,6111,Federal & Federally-Sponsored Credit Agencies,,,52,Finance and Insurance,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,15,1,0.066667,3,0.2,2,0.133333,1,0.066667,8,0.533333,1,0.066667,3,0.2,2,0.133333,1,0.066667,8,0.533333,11,0.733333,0.666667,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,ai_use_legal_regulatory_risk
26,Fannie Mae,FNMA,310522,0000310522,2024,success,,10-K,2025-02-14,2024-12-31,0000310522-25-000199,fnm-20241231.htm,https://www.sec.gov/Archives/edgar/data/310522/000031052225000199/,https://www.sec.gov/Archives/edgar/data/310522/000031052225000199/fnm-20241231.htm,data/raw/sec_10k_html/top100/chunk_02/FNMA/2024_FNMA_10k.html,data/processed/sec_10k_text/top100/chunk_02/FNMA/2024_FNMA_10k.txt,159926,34,2.125983,primary_text_sample,TRUE,,,6111,Federal & Federally-Sponsored Credit Agencies,,,52,Finance and Insurance,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,21,1,0.047619,5,0.238095,2,0.095238,1,0.047619,12,0.571429,1,0.047619,5,0.238095,2,0.095238,1,0.047619,12,0.571429,15,0.714286,0.666667,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,ai_use_legal_regulatory_risk
26,Fannie Mae,FNMA,310522,0000310522,2025,success,,10-K,2026-02-11,2025-12-31,0000310522-26-000015,fnm-20251231.htm,https://www.sec.gov/Archives/edgar/data/310522/000031052226000015/,https://www.sec.gov/Archives/edgar/data/310522/000031052226000015/fnm-20251231.htm,data/raw/sec_10k_html/top100/chunk_02/FNMA/2025_FNMA_10k.html,data/processed/sec_10k_text/top100/chunk_02/FNMA/2025_FNMA_10k.txt,156047,34,2.178831,primary_text_sample,TRUE,,,6111,Federal & Federally-Sponsored Credit Agencies,,,52,Finance and Insurance,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,28,3,0.107143,2,0.071429,3,0.107143,4,0.142857,16,0.571429,3,0.107143,2,0.071429,3,0.107143,4,0.142857,16,0.571429,22,0.785715,0.642857,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,ai_use_legal_regulatory_risk
27,Kroger,KR,56873,0000056873,2024,success,,10-K,2024-04-02,2024-02-03,0001558370-24-004603,kr-20240203x10k.htm,https://www.sec.gov/Archives/edgar/data/56873/000155837024004603/,https://www.sec.gov/Archives/edgar/data/56873/000155837024004603/kr-20240203x10k.htm,data/raw/sec_10k_html/top100/chunk_02/KR/2024_KR_10k.html,data/processed/sec_10k_text/top100/chunk_02/KR/2024_KR_10k.txt,50266,0,0.0,primary_text_sample,TRUE,,,5411,Retail-Grocery Stores,,,44-45,Retail Trade,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,1,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,2,cybersecurity_attacks_security_threats
27,Kroger,KR,56873,0000056873,2025,success,,10-K,2025-04-01,2025-02-01,0001558370-25-004267,kr-20250201x10k.htm,https://www.sec.gov/Archives/edgar/data/56873/000155837025004267/,https://www.sec.gov/Archives/edgar/data/56873/000155837025004267/kr-20250201x10k.htm,data/raw/sec_10k_html/top100/chunk_02/KR/2025_KR_10k.html,data/processed/sec_10k_text/top100/chunk_02/KR/2025_KR_10k.txt,52058,3,0.57628,primary_text_sample,TRUE,,,5411,Retail-Grocery Stores,,,44-45,Retail Trade,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,6,0,0.0,1,0.166667,2,0.333333,0,0.0,3,0.5,0,0.0,1,0.166667,2,0.333333,0,0.0,3,0.5,5,0.833333,0.833333,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,ai_use_legal_regulatory_risk
28,Verizon Communications,VZ,732712,0000732712,2023,success,,10-K,2024-02-09,2023-12-31,0000732712-24-000010,vz-20231231.htm,https://www.sec.gov/Archives/edgar/data/732712/000073271224000010/,https://www.sec.gov/Archives/edgar/data/732712/000073271224000010/vz-20231231.htm,data/raw/sec_10k_html/top100/chunk_02/VZ/2023_VZ_10k.html,data/processed/sec_10k_text/top100/chunk_02/VZ/2023_VZ_10k.txt,66036,4,0.60573,primary_text_sample,TRUE,,,4813,Telephone Communications (No Radiotelephone),,,51,Information,sic_exact_sector_override,success,,master_frame,TRUE,TRUE,TRUE,TRUE,3,1,0.333333,1,0.333333,0,0.0,0,0.0,1,0.333333,1,0.333333,1,0.333333,0,0.0,0,0.0,1,0.333333,2,0.666666,0.666667,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,privacy_data_law_protection
28,Verizon Communications,VZ,732712,0000732712,2024,success,,10-K,2025-02-12,2024-12-31,0000732712-25-000006,vz-20241231.htm,https://www.sec.gov/Archives/edgar/data/732712/000073271225000006/,https://www.sec.gov/Archives/edgar/data/732712/000073271225000006/vz-20241231.htm,data/raw/sec_10k_html/top100/chunk_02/VZ/2024_VZ_10k.html,data/processed/sec_10k_text/top100/chunk_02/VZ/2024_VZ_10k.txt,66825,6,0.897868,primary_text_sample,TRUE,,,4813,Telephone Communications (No Radiotelephone),,,51,Information,sic_exact_sector_override,success,,master_frame,TRUE,TRUE,TRUE,TRUE,10,2,0.2,2,0.2,1,0.1,0,0.0,5,0.5,2,0.2,2,0.2,1,0.1,0,0.0,5,0.5,8,0.8,0.8,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,ai_use_legal_regulatory_risk
28,Verizon Communications,VZ,732712,0000732712,2025,success,,10-K,2026-02-17,2025-12-31,0000732712-26-000007,vz-20251231.htm,https://www.sec.gov/Archives/edgar/data/732712/000073271226000007/,https://www.sec.gov/Archives/edgar/data/732712/000073271226000007/vz-20251231.htm,data/raw/sec_10k_html/top100/chunk_02/VZ/2025_VZ_10k.html,data/processed/sec_10k_text/top100/chunk_02/VZ/2025_VZ_10k.txt,65049,8,1.229842,primary_text_sample,TRUE,,,4813,Telephone Communications (No Radiotelephone),,,51,Information,sic_exact_sector_override,success,,master_frame,TRUE,TRUE,TRUE,TRUE,18,2,0.111111,5,0.277778,1,0.055556,4,0.222222,6,0.333333,2,0.111111,5,0.277778,1,0.055556,4,0.222222,6,0.333333,9,0.5,0.277778,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,ai_use_legal_regulatory_risk
29,Phillips 66,PSX,1534701,0001534701,2024,success,,10-K,2025-02-21,2024-12-31,0001534701-25-000074,psx-20241231.htm,https://www.sec.gov/Archives/edgar/data/1534701/000153470125000074/,https://www.sec.gov/Archives/edgar/data/1534701/000153470125000074/psx-20241231.htm,data/raw/sec_10k_html/top100/chunk_02/PSX/2024_PSX_10k.html,data/processed/sec_10k_text/top100/chunk_02/PSX/2024_PSX_10k.txt,76901,2,0.260075,primary_text_sample,TRUE,,,2911,Petroleum Refining,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,2,0,0.0,1,0.5,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,0,0.0,0,0.0,1,0.5,0.5,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,business_product_service_revenue
29,Phillips 66,PSX,1534701,0001534701,2025,success,,10-K,2026-02-20,2025-12-31,0001534701-26-000006,psx-20251231.htm,https://www.sec.gov/Archives/edgar/data/1534701/000153470126000006/,https://www.sec.gov/Archives/edgar/data/1534701/000153470126000006/psx-20251231.htm,data/raw/sec_10k_html/top100/chunk_02/PSX/2025_PSX_10k.html,data/processed/sec_10k_text/top100/chunk_02/PSX/2025_PSX_10k.txt,76503,2,0.261428,primary_text_sample,TRUE,,,2911,Petroleum Refining,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,2,0,0.0,1,0.5,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,0,0.0,0,0.0,1,0.5,0.5,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,business_product_service_revenue
30,Marathon Petroleum,MPC,1510295,0001510295,2023,success,,10-K,2024-02-28,2023-12-31,0001510295-24-000015,mpc-20231231.htm,https://www.sec.gov/Archives/edgar/data/1510295/000151029524000015/,https://www.sec.gov/Archives/edgar/data/1510295/000151029524000015/mpc-20231231.htm,data/raw/sec_10k_html/top100/chunk_02/MPC/2023_MPC_10k.html,data/processed/sec_10k_text/top100/chunk_02/MPC/2023_MPC_10k.txt,71267,2,0.280635,primary_text_sample,TRUE,,,2911,Petroleum Refining,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,2,0,0.0,1,0.5,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,0,0.0,0,0.0,1,0.5,0.5,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,business_product_service_revenue
