fortune_rank_2025,company_name,ticker,cik,cik_padded,target_report_year,download_status,failure_reason,form_type,filing_date,report_date,accession_number,primary_document,sec_filing_url,sec_document_url,local_html_path,local_text_path,total_words,ai_keyword_count,ai_keyword_per_10k_words,sample_role,has_10k_text,audit_category,analysis_treatment,sec_sic_code,sec_sic_description,naics_code,naics_description,naics_sector_code,naics_sector_name,naics_source,industry_enrichment_status,industry_enrichment_reason,final_dataset_role,has_10k_text_final,has_ai_window_k5,is_primary_text_sample,is_k5_topic_sample,ai_window_count,topic_0_count,topic_0_share,topic_1_count,topic_1_share,topic_2_count,topic_2_share,topic_3_count,topic_3_share,topic_4_count,topic_4_share,AI_Privacy_Data_Law_Topic_Count,AI_Privacy_Data_Law_Topic_Share,AI_Business_Product_Topic_Count,AI_Business_Product_Topic_Share,AI_Cybersecurity_Risk_Topic_Count,AI_Cybersecurity_Risk_Topic_Share,AI_Infrastructure_Topic_Count,AI_Infrastructure_Topic_Share,AI_AIUse_LegalRisk_Topic_Count,AI_AIUse_LegalRisk_Topic_Share,AI_NegativeSensitive_Topic_Count,AI_NegativeSensitive_Topic_Share,AI_Negative_Orientation,k,k5_topic_0_label,k5_topic_1_label,k5_topic_2_label,k5_topic_3_label,k5_topic_4_label,AI_Dominant_Topic_ID,AI_Dominant_Topic_Label
75,ConocoPhillips,COP,1163165,0001163165,2024,success,,10-K,2025-02-18,2024-12-31,0001163165-25-000012,cop-20241231.htm,https://www.sec.gov/Archives/edgar/data/1163165/000116316525000012/,https://www.sec.gov/Archives/edgar/data/1163165/000116316525000012/cop-20241231.htm,data/raw/sec_10k_html/top100/chunk_03/COP/2024_COP_10k.html,data/processed/sec_10k_text/top100/chunk_03/COP/2024_COP_10k.txt,74434,1,0.134347,primary_text_sample,TRUE,,,2911,Petroleum Refining,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,1,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,2,cybersecurity_attacks_security_threats
75,ConocoPhillips,COP,1163165,0001163165,2025,success,,10-K,2026-02-17,2025-12-31,0001163165-26-000009,cop-20251231.htm,https://www.sec.gov/Archives/edgar/data/1163165/000116316526000009/,https://www.sec.gov/Archives/edgar/data/1163165/000116316526000009/cop-20251231.htm,data/raw/sec_10k_html/top100/chunk_03/COP/2025_COP_10k.html,data/processed/sec_10k_text/top100/chunk_03/COP/2025_COP_10k.txt,69081,1,0.144758,primary_text_sample,TRUE,,,2911,Petroleum Refining,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,1,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,2,cybersecurity_attacks_security_threats
76,Galaxy Digital,GLXY,1859392,0001859392,2025,success,,10-K,2026-02-26,2025-12-31,0001859392-26-000016,glxy-20251231.htm,https://www.sec.gov/Archives/edgar/data/1859392/000185939226000016/,https://www.sec.gov/Archives/edgar/data/1859392/000185939226000016/glxy-20251231.htm,data/raw/sec_10k_html/top100/chunk_04/GLXY/2025_GLXY_10k.html,data/processed/sec_10k_text/top100/chunk_04/GLXY/2025_GLXY_10k.txt,114225,10,0.875465,primary_text_sample,TRUE,,,6211,"Security Brokers, Dealers & Flotation Companies",,,52,Finance and Insurance,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,80,3,0.0375,45,0.5625,3,0.0375,13,0.1625,16,0.2,3,0.0375,45,0.5625,3,0.0375,13,0.1625,16,0.2,22,0.275,0.1125,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,business_product_service_revenue
77,AbbVie,ABBV,1551152,0001551152,2024,success,,10-K,2025-02-14,2024-12-31,0001551152-25-000020,abbv-20241231.htm,https://www.sec.gov/Archives/edgar/data/1551152/000155115225000020/,https://www.sec.gov/Archives/edgar/data/1551152/000155115225000020/abbv-20241231.htm,data/raw/sec_10k_html/top100/chunk_04/ABBV/2024_ABBV_10k.html,data/processed/sec_10k_text/top100/chunk_04/ABBV/2024_ABBV_10k.txt,61066,2,0.327514,primary_text_sample,TRUE,,,2834,Pharmaceutical Preparations,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,4,1,0.25,1,0.25,0,0.0,0,0.0,2,0.5,1,0.25,1,0.25,0,0.0,0,0.0,2,0.5,3,0.75,0.75,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,ai_use_legal_regulatory_risk
77,AbbVie,ABBV,1551152,0001551152,2025,success,,10-K,2026-02-20,2025-12-31,0001551152-26-000008,abbv-20251231.htm,https://www.sec.gov/Archives/edgar/data/1551152/000155115226000008/,https://www.sec.gov/Archives/edgar/data/1551152/000155115226000008/abbv-20251231.htm,data/raw/sec_10k_html/top100/chunk_04/ABBV/2025_ABBV_10k.html,data/processed/sec_10k_text/top100/chunk_04/ABBV/2025_ABBV_10k.txt,60431,2,0.330956,primary_text_sample,TRUE,,,2834,Pharmaceutical Preparations,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,5,1,0.2,1,0.2,1,0.2,1,0.2,1,0.2,1,0.2,1,0.2,1,0.2,1,0.2,1,0.2,3,0.6,0.4,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,privacy_data_law_protection
78,Prudential Financial,PRU,1137774,0001137774,2023,success,,10-K,2024-02-21,2023-12-31,0001137774-24-000045,pru-20231231.htm,https://www.sec.gov/Archives/edgar/data/1137774/000113777424000045/,https://www.sec.gov/Archives/edgar/data/1137774/000113777424000045/pru-20231231.htm,data/raw/sec_10k_html/top100/chunk_04/PRU/2023_PRU_10k.html,data/processed/sec_10k_text/top100/chunk_04/PRU/2023_PRU_10k.txt,192321,15,0.779946,primary_text_sample,TRUE,,,6311,Life Insurance,,,52,Finance and Insurance,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,10,1,0.1,2,0.2,2,0.2,0,0.0,5,0.5,1,0.1,2,0.2,2,0.2,0,0.0,5,0.5,8,0.8,0.8,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,ai_use_legal_regulatory_risk
78,Prudential Financial,PRU,1137774,0001137774,2024,success,,10-K,2025-02-13,2024-12-31,0001137774-25-000044,pru-20241231.htm,https://www.sec.gov/Archives/edgar/data/1137774/000113777425000044/,https://www.sec.gov/Archives/edgar/data/1137774/000113777425000044/pru-20241231.htm,data/raw/sec_10k_html/top100/chunk_04/PRU/2024_PRU_10k.html,data/processed/sec_10k_text/top100/chunk_04/PRU/2024_PRU_10k.txt,180881,20,1.105699,primary_text_sample,TRUE,,,6311,Life Insurance,,,52,Finance and Insurance,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,20,3,0.15,2,0.1,2,0.1,0,0.0,13,0.65,3,0.15,2,0.1,2,0.1,0,0.0,13,0.65,18,0.9,0.9,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,ai_use_legal_regulatory_risk
78,Prudential Financial,PRU,1137774,0001137774,2025,success,,10-K,2026-02-12,2025-12-31,0001137774-26-000048,pru-20251231.htm,https://www.sec.gov/Archives/edgar/data/1137774/000113777426000048/,https://www.sec.gov/Archives/edgar/data/1137774/000113777426000048/pru-20251231.htm,data/raw/sec_10k_html/top100/chunk_04/PRU/2025_PRU_10k.html,data/processed/sec_10k_text/top100/chunk_04/PRU/2025_PRU_10k.txt,165465,12,0.725229,primary_text_sample,TRUE,,,6311,Life Insurance,,,52,Finance and Insurance,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,23,2,0.086957,2,0.086957,7,0.304348,0,0.0,12,0.521739,2,0.086957,2,0.086957,7,0.304348,0,0.0,12,0.521739,21,0.913044,0.913043,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,ai_use_legal_regulatory_risk
79,TJX,TJX,109198,0000109198,2025,success,,10-K,2025-04-02,2025-02-01,0000109198-25-000010,tjx-20250201.htm,https://www.sec.gov/Archives/edgar/data/109198/000010919825000010/,https://www.sec.gov/Archives/edgar/data/109198/000010919825000010/tjx-20250201.htm,data/raw/sec_10k_html/top100/chunk_04/TJX/2025_TJX_10k.html,data/processed/sec_10k_text/top100/chunk_04/TJX/2025_TJX_10k.txt,42090,4,0.950344,primary_text_sample,TRUE,,,5651,Retail-Family Clothing Stores,,,44-45,Retail Trade,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,4,0,0.0,2,0.5,2,0.5,0,0.0,0,0.0,0,0.0,2,0.5,2,0.5,0,0.0,0,0.0,2,0.5,0.5,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,business_product_service_revenue
80,Performance Food Group,PFGC,1618673,0001618673,2024,success,,10-K,2024-08-14,2024-06-29,0000950170-24-097033,pfgc-20240629.htm,https://www.sec.gov/Archives/edgar/data/1618673/000095017024097033/,https://www.sec.gov/Archives/edgar/data/1618673/000095017024097033/pfgc-20240629.htm,data/raw/sec_10k_html/top100/chunk_04/PFGC/2024_PFGC_10k.html,data/processed/sec_10k_text/top100/chunk_04/PFGC/2024_PFGC_10k.txt,49297,2,0.405704,primary_text_sample,TRUE,,,5141,"Wholesale-Groceries, General Line",,,42,Wholesale Trade,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,3,0,0.0,0,0.0,1,0.333333,0,0.0,2,0.666667,0,0.0,0,0.0,1,0.333333,0,0.0,2,0.666667,3,1.0,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,ai_use_legal_regulatory_risk
80,Performance Food Group,PFGC,1618673,0001618673,2025,success,,10-K,2025-08-13,2025-06-28,0001618673-25-000012,pfgc-20250628.htm,https://www.sec.gov/Archives/edgar/data/1618673/000161867325000012/,https://www.sec.gov/Archives/edgar/data/1618673/000161867325000012/pfgc-20250628.htm,data/raw/sec_10k_html/top100/chunk_04/PFGC/2025_PFGC_10k.html,data/processed/sec_10k_text/top100/chunk_04/PFGC/2025_PFGC_10k.txt,49025,4,0.81591,primary_text_sample,TRUE,,,5141,"Wholesale-Groceries, General Line",,,42,Wholesale Trade,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,10,2,0.2,0,0.0,2,0.2,0,0.0,6,0.6,2,0.2,0,0.0,2,0.2,0,0.0,6,0.6,10,1.0,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,ai_use_legal_regulatory_risk
81,United Airlines Holdings,UAL,100517,0000100517,2023,success,,10-K,2024-02-29,2023-12-31,0000100517-24-000027,ual-20231231.htm,https://www.sec.gov/Archives/edgar/data/100517/000010051724000027/,https://www.sec.gov/Archives/edgar/data/100517/000010051724000027/ual-20231231.htm,data/raw/sec_10k_html/top100/chunk_04/UAL/2023_UAL_10k.html,data/processed/sec_10k_text/top100/chunk_04/UAL/2023_UAL_10k.txt,67091,1,0.149051,primary_text_sample,TRUE,,,4512,"Air Transportation, Scheduled",,,48-49,Transportation and Warehousing,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,6,0,0.0,0,0.0,2,0.333333,0,0.0,4,0.666667,0,0.0,0,0.0,2,0.333333,0,0.0,4,0.666667,6,1.0,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,ai_use_legal_regulatory_risk
81,United Airlines Holdings,UAL,100517,0000100517,2024,success,,10-K,2025-02-27,2024-12-31,0000100517-25-000046,ual-20241231.htm,https://www.sec.gov/Archives/edgar/data/100517/000010051725000046/,https://www.sec.gov/Archives/edgar/data/100517/000010051725000046/ual-20241231.htm,data/raw/sec_10k_html/top100/chunk_04/UAL/2024_UAL_10k.html,data/processed/sec_10k_text/top100/chunk_04/UAL/2024_UAL_10k.txt,62933,1,0.158899,primary_text_sample,TRUE,,,4512,"Air Transportation, Scheduled",,,48-49,Transportation and Warehousing,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,7,0,0.0,1,0.142857,2,0.285714,0,0.0,4,0.571429,0,0.0,1,0.142857,2,0.285714,0,0.0,4,0.571429,6,0.857143,0.857143,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,ai_use_legal_regulatory_risk
81,United Airlines Holdings,UAL,100517,0000100517,2025,success,,10-K,2026-02-12,2025-12-31,0000100517-26-000023,ual-20251231.htm,https://www.sec.gov/Archives/edgar/data/100517/000010051726000023/,https://www.sec.gov/Archives/edgar/data/100517/000010051726000023/ual-20251231.htm,data/raw/sec_10k_html/top100/chunk_04/UAL/2025_UAL_10k.html,data/processed/sec_10k_text/top100/chunk_04/UAL/2025_UAL_10k.txt,63309,1,0.157955,primary_text_sample,TRUE,,,4512,"Air Transportation, Scheduled",,,48-49,Transportation and Warehousing,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,8,0,0.0,1,0.125,2,0.25,0,0.0,5,0.625,0,0.0,1,0.125,2,0.25,0,0.0,5,0.625,7,0.875,0.875,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,ai_use_legal_regulatory_risk
82,Oracle,ORCL,1341439,0001341439,2023,success,,10-K,2023-06-20,2023-05-31,0000950170-23-028914,orcl-20230531.htm,https://www.sec.gov/Archives/edgar/data/1341439/000095017023028914/,https://www.sec.gov/Archives/edgar/data/1341439/000095017023028914/orcl-20230531.htm,data/raw/sec_10k_html/top100/chunk_04/ORCL/2023_ORCL_10k.html,data/processed/sec_10k_text/top100/chunk_04/ORCL/2023_ORCL_10k.txt,61294,12,1.957777,primary_text_sample,TRUE,,,7372,Services-Prepackaged Software,,,51,Information,sic_exact_sector_override,success,,master_frame,TRUE,TRUE,TRUE,TRUE,13,0,0.0,3,0.230769,0,0.0,10,0.769231,0,0.0,0,0.0,3,0.230769,0,0.0,10,0.769231,0,0.0,0,0.0,-0.769231,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,3,ai_cloud_platform_infrastructure
82,Oracle,ORCL,1341439,0001341439,2024,success,,10-K,2024-06-20,2024-05-31,0000950170-24-075605,orcl-20240531.htm,https://www.sec.gov/Archives/edgar/data/1341439/000095017024075605/,https://www.sec.gov/Archives/edgar/data/1341439/000095017024075605/orcl-20240531.htm,data/raw/sec_10k_html/top100/chunk_04/ORCL/2024_ORCL_10k.html,data/processed/sec_10k_text/top100/chunk_04/ORCL/2024_ORCL_10k.txt,59482,19,3.194244,primary_text_sample,TRUE,,,7372,Services-Prepackaged Software,,,51,Information,sic_exact_sector_override,success,,master_frame,TRUE,TRUE,TRUE,TRUE,23,2,0.086957,3,0.130435,0,0.0,14,0.608696,4,0.173913,2,0.086957,3,0.130435,0,0.0,14,0.608696,4,0.173913,6,0.26087,-0.347826,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,3,ai_cloud_platform_infrastructure
82,Oracle,ORCL,1341439,0001341439,2025,success,,10-K,2025-06-18,2025-05-31,0000950170-25-087926,orcl-20250531.htm,https://www.sec.gov/Archives/edgar/data/1341439/000095017025087926/,https://www.sec.gov/Archives/edgar/data/1341439/000095017025087926/orcl-20250531.htm,data/raw/sec_10k_html/top100/chunk_04/ORCL/2025_ORCL_10k.html,data/processed/sec_10k_text/top100/chunk_04/ORCL/2025_ORCL_10k.txt,58659,21,3.580013,primary_text_sample,TRUE,,,7372,Services-Prepackaged Software,,,51,Information,sic_exact_sector_override,success,,master_frame,TRUE,TRUE,TRUE,TRUE,30,4,0.133333,7,0.233333,0,0.0,14,0.466667,5,0.166667,4,0.133333,7,0.233333,0,0.0,14,0.466667,5,0.166667,9,0.3,-0.166667,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,3,ai_cloud_platform_infrastructure
83,Cisco Systems,CSCO,858877,0000858877,2023,success,,10-K,2023-09-07,2023-07-29,0000858877-23-000023,csco-20230729.htm,https://www.sec.gov/Archives/edgar/data/858877/000085887723000023/,https://www.sec.gov/Archives/edgar/data/858877/000085887723000023/csco-20230729.htm,data/raw/sec_10k_html/top100/chunk_04/CSCO/2023_CSCO_10k.html,data/processed/sec_10k_text/top100/chunk_04/CSCO/2023_CSCO_10k.txt,56126,14,2.494388,primary_text_sample,TRUE,,,3576,Computer Communications Equipment,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,21,2,0.095238,1,0.047619,1,0.047619,11,0.52381,6,0.285714,2,0.095238,1,0.047619,1,0.047619,11,0.52381,6,0.285714,9,0.428571,-0.095238,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,3,ai_cloud_platform_infrastructure
83,Cisco Systems,CSCO,858877,0000858877,2024,success,,10-K,2024-09-05,2024-07-27,0000858877-24-000017,csco-20240727.htm,https://www.sec.gov/Archives/edgar/data/858877/000085887724000017/,https://www.sec.gov/Archives/edgar/data/858877/000085887724000017/csco-20240727.htm,data/raw/sec_10k_html/top100/chunk_04/CSCO/2024_CSCO_10k.html,data/processed/sec_10k_text/top100/chunk_04/CSCO/2024_CSCO_10k.txt,58798,10,1.700738,primary_text_sample,TRUE,,,3576,Computer Communications Equipment,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,26,3,0.115385,4,0.153846,3,0.115385,7,0.269231,9,0.346154,3,0.115385,4,0.153846,3,0.115385,7,0.269231,9,0.346154,15,0.576924,0.307692,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,ai_use_legal_regulatory_risk
83,Cisco Systems,CSCO,858877,0000858877,2025,success,,10-K,2025-09-03,2025-07-26,0000858877-25-000111,csco-20250726.htm,https://www.sec.gov/Archives/edgar/data/858877/000085887725000111/,https://www.sec.gov/Archives/edgar/data/858877/000085887725000111/csco-20250726.htm,data/raw/sec_10k_html/top100/chunk_04/CSCO/2025_CSCO_10k.html,data/processed/sec_10k_text/top100/chunk_04/CSCO/2025_CSCO_10k.txt,56604,9,1.589994,primary_text_sample,TRUE,,,3576,Computer Communications Equipment,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,47,2,0.042553,8,0.170213,5,0.106383,19,0.404255,13,0.276596,2,0.042553,8,0.170213,5,0.106383,19,0.404255,13,0.276596,20,0.425532,0.021277,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,3,ai_cloud_platform_infrastructure
84,HP,HPQ,47217,0000047217,2023,success,,10-K,2023-12-18,2023-10-31,0000047217-23-000100,hpq-20231031.htm,https://www.sec.gov/Archives/edgar/data/47217/000004721723000100/,https://www.sec.gov/Archives/edgar/data/47217/000004721723000100/hpq-20231031.htm,data/raw/sec_10k_html/top100/chunk_04/HPQ/2023_HPQ_10k.html,data/processed/sec_10k_text/top100/chunk_04/HPQ/2023_HPQ_10k.txt,63037,8,1.269096,primary_text_sample,TRUE,,,3570,Computer & office Equipment,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,19,1,0.052632,8,0.421053,0,0.0,1,0.052632,9,0.473684,1,0.052632,8,0.421053,0,0.0,1,0.052632,9,0.473684,10,0.526316,0.473684,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,ai_use_legal_regulatory_risk
84,HP,HPQ,47217,0000047217,2024,success,,10-K,2024-12-13,2024-10-31,0000047217-24-000080,hpq-20241031.htm,https://www.sec.gov/Archives/edgar/data/47217/000004721724000080/,https://www.sec.gov/Archives/edgar/data/47217/000004721724000080/hpq-20241031.htm,data/raw/sec_10k_html/top100/chunk_04/HPQ/2024_HPQ_10k.html,data/processed/sec_10k_text/top100/chunk_04/HPQ/2024_HPQ_10k.txt,59762,7,1.171313,primary_text_sample,TRUE,,,3570,Computer & office Equipment,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,33,1,0.030303,9,0.272727,4,0.121212,6,0.181818,13,0.393939,1,0.030303,9,0.272727,4,0.121212,6,0.181818,13,0.393939,18,0.545454,0.363636,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,ai_use_legal_regulatory_risk
84,HP,HPQ,47217,0000047217,2025,success,,10-K,2025-12-10,2025-10-31,0000047217-25-000071,hpq-20251031.htm,https://www.sec.gov/Archives/edgar/data/47217/000004721725000071/,https://www.sec.gov/Archives/edgar/data/47217/000004721725000071/hpq-20251031.htm,data/raw/sec_10k_html/top100/chunk_04/HPQ/2025_HPQ_10k.html,data/processed/sec_10k_text/top100/chunk_04/HPQ/2025_HPQ_10k.txt,59344,9,1.516581,primary_text_sample,TRUE,,,3570,Computer & office Equipment,,,31-33,Manufacturing,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,38,1,0.026316,15,0.394737,4,0.105263,5,0.131579,13,0.342105,1,0.026316,15,0.394737,4,0.105263,5,0.131579,13,0.342105,18,0.473684,0.342105,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,business_product_service_revenue
85,Charter Communications,CHTR,1091667,0001091667,2023,success,,10-K,2024-02-02,2023-12-31,0001091667-24-000028,chtr-20231231.htm,https://www.sec.gov/Archives/edgar/data/1091667/000109166724000028/,https://www.sec.gov/Archives/edgar/data/1091667/000109166724000028/chtr-20231231.htm,data/raw/sec_10k_html/top100/chunk_04/CHTR/2023_CHTR_10k.html,data/processed/sec_10k_text/top100/chunk_04/CHTR/2023_CHTR_10k.txt,59298,1,0.16864,primary_text_sample,TRUE,,,4841,Cable & Other Pay Television Services,,,51,Information,sic_exact_sector_override,success,,master_frame,TRUE,TRUE,TRUE,TRUE,9,0,0.0,1,0.111111,1,0.111111,0,0.0,7,0.777778,0,0.0,1,0.111111,1,0.111111,0,0.0,7,0.777778,8,0.888889,0.888889,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,ai_use_legal_regulatory_risk
85,Charter Communications,CHTR,1091667,0001091667,2024,success,,10-K,2025-01-31,2024-12-31,0001091667-25-000034,chtr-20241231.htm,https://www.sec.gov/Archives/edgar/data/1091667/000109166725000034/,https://www.sec.gov/Archives/edgar/data/1091667/000109166725000034/chtr-20241231.htm,data/raw/sec_10k_html/top100/chunk_04/CHTR/2024_CHTR_10k.html,data/processed/sec_10k_text/top100/chunk_04/CHTR/2024_CHTR_10k.txt,65583,1,0.152479,primary_text_sample,TRUE,,,4841,Cable & Other Pay Television Services,,,51,Information,sic_exact_sector_override,success,,master_frame,TRUE,TRUE,TRUE,TRUE,9,0,0.0,1,0.111111,1,0.111111,0,0.0,7,0.777778,0,0.0,1,0.111111,1,0.111111,0,0.0,7,0.777778,8,0.888889,0.888889,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,ai_use_legal_regulatory_risk
85,Charter Communications,CHTR,1091667,0001091667,2025,success,,10-K,2026-01-30,2025-12-31,0001091667-26-000017,chtr-20251231.htm,https://www.sec.gov/Archives/edgar/data/1091667/000109166726000017/,https://www.sec.gov/Archives/edgar/data/1091667/000109166726000017/chtr-20251231.htm,data/raw/sec_10k_html/top100/chunk_04/CHTR/2025_CHTR_10k.html,data/processed/sec_10k_text/top100/chunk_04/CHTR/2025_CHTR_10k.txt,70959,3,0.422779,primary_text_sample,TRUE,,,4841,Cable & Other Pay Television Services,,,51,Information,sic_exact_sector_override,success,,master_frame,TRUE,TRUE,TRUE,TRUE,12,3,0.25,1,0.083333,1,0.083333,0,0.0,7,0.583333,3,0.25,1,0.083333,1,0.083333,0,0.0,7,0.583333,11,0.916666,0.916667,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,ai_use_legal_regulatory_risk
86,American Airlines Group,AAL,6201,0000006201,2023,success,,10-K,2024-02-21,2023-12-31,0000006201-24-000010,aal-20231231.htm,https://www.sec.gov/Archives/edgar/data/6201/000000620124000010/,https://www.sec.gov/Archives/edgar/data/6201/000000620124000010/aal-20231231.htm,data/raw/sec_10k_html/top100/chunk_04/AAL/2023_AAL_10k.html,data/processed/sec_10k_text/top100/chunk_04/AAL/2023_AAL_10k.txt,113989,1,0.087728,primary_text_sample,TRUE,,,4512,"Air Transportation, Scheduled",,,48-49,Transportation and Warehousing,sic_range_sector_crosswalk,success,,master_frame,TRUE,TRUE,TRUE,TRUE,1,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,business_product_service_revenue
